for	for
sanne	本当
hendene	両手
blind	ブラインド
blind	盲人
celler	セル
manuskriptet	原稿
manuskriptet	写本
apollo	アポロ
trompet	トランペット
hole	ホール
følgelig	したがって
følgelig	ゆえに
camp	camp
camp	キャンプ
skjulte	隠し
skjulte	hid
tell	カウント
hydro	ハイドロ
misjonær	宣教師
vennskap	友情
vennskap	友情
partikler	粒子
partikler	パーティクル
clinton	クリントン
plattform	プラットフォーム
plattform	プラットホーム
svare	回答
svare	答え
svare	答弁
svare	応答
svare	回答
riktige	正解
riktige	正しい
opptredener	出演
match	マッチ
match	一致
hjort	シカ
watson	ワトソン
teknikker	テクニック
strenge	厳重
assisterende	助手
assisterende	アシスタント
planlegging	スケジューリング
planlegging	スケジュール
planlegging	計画
planlegging	企画
planlegging	プランニング
mads	マッズ
faktor	ファクター
faktor	因子
faktor	係数
uttale	発音
uttale	発音
myter	神話
dialog	台詞
fans	ファン
unit	単位
unit	ユニット
craig	クレイグ
omvendt	リバース
even	偶数
even	even
silva	シルバ
hughes	ヒューズ
strategi	戦略
churchill	チャーチル
bird	鳥類
bird	バード
basel	バーゼル
homer	ホーマー
partner	パートナー
gjennomsnitt	平均
berger	ベルガー
than	より
begreper	概念
begreper	コンセプト
nominasjoner	ノミネート
baseball	ベースボール
baseball	野球
behandle	処理
behandle	加工
behandle	トリート
nyeste	最新
nyeste	最新
diana	ダイアナ
usd	usd
rovdyr	捕食
mitchell	ミッチェル
zimbabwe	ジンバブエ
zimbabwe	ジンバブエ
grammy	グラミー
delstat	都道府県
delstat	状態
levere	届け
houston	ヒューストン
retter	コース
alminnelig	普通
flyter	フローティング
flyter	浮動
flyter	フロート
flyter	float
flyter	流れる
singh	シング
porto	ポルト
olga	オルガ
kingdom	王国
normale	普通
normale	ノーマル
canterbury	カンタベリー
definere	定義
definere	定義
definere	define
territoriet	縄張り
halle	ハレ
arving	相続
butikk	ショップ
butikk	店舗
butikk	ストア
banks	バンクス
planlagte	予定
merkelig	オッド
merkelig	奇数
mohammed	モハメッド
mislykket	失敗
snitt	交差点
salmer	聖歌
basen	塩基
basen	base
basen	ベース
palestinske	パレスチナ
mandat	委任
astronomi	天文学
ansikt	フェイス
maryland	メリーランド
lærde	学者
zevs	ゼウス
seksuell	性的
fløyte	フルート
syndrom	症候群
kirsten	キルステン
innvilget	付与
galileo	ガリレオ
kunder	カスタマー
kunder	クライアント
infrastruktur	インフラストラクチャー
aserbajdsjan	アゼルバイジャン
nürnberg	ニュルンベルク
nürnberg	ニュルンベルク
case	ケース
jakten	追跡
jakten	追求
kampanje	プロモーション
kampanje	宣伝
kampanje	キャンペーン
boris	ボリス
stones	ストーンズ
porter	ゲイツ
porter	ポーター
utdrag	抜粋
dokumentar	ドキュメンタリー
java	java
spørre	尋ねる
realiteten	リアリティ
realiteten	現実
dommere	裁判官
samles	集める
trek	トレック
trek	トレッキング
anbefalte	おすすめ
anbefalte	推奨
franco	フランコ
bobsleigh	ボブスレー
utnyttet	搾取
foster	フォスター
foster	胎児
legendariske	伝説
jin	jin
jin	ジン
shah	シャー
muhammad	ムハンマド
digitalt	デジタル
monument	モニュメント
monument	記念碑
avbrutt	キャンセル
avbrutt	キャンセル
luigi	ルイジ
variasjoner	バリエーション
variasjoner	変奏曲
legend	伝説
kambodsja	カンボジア
brooklyn	ブルックリン
fabrikker	工場
mod	mod
guangdong	広東
ruth	ルース
rund	ラウンド
rund	round
rund	丸い
inntekt	収益
inntekt	収入
inntekt	歳入
inntekt	収入
inntekt	所得
terrenget	地形
slam	スラム
atlantic	アトランティック
atlantic	大西洋
div	div
gjeld	債務
sittet	sat
opprinnelsen	起源
sheffield	シェフィールド
württemberg	ヴュルテンベルク
tel	tel
departement	部署
departement	学科
departement	部門
rgb	rgb
hong	ホン
kjæreste	ガールフレンド
kjæreste	彼氏
kjæreste	ボーイフレンド
mikhail	ミハイル
forhånd	advance
forhånd	事前
miste	失う
box	ボックス
enorm	凄まじい
enorm	巨大
primære	メイン
primære	プライマリ
chang	チャン
angola	アンゴラ
varmt	熱い
varmt	ホット
varmt	暑い
varmt	あったかい
varmt	暖かい
varmt	温かい
halsen	咽喉
saturn	土星
southampton	サウサンプトン
blomstene	お花
paraguay	パラグアイ
gress	grass
gress	雑草
haag	ハーグ
sahara	サハラ
dedikert	専用
renessansen	ルネサンス
renessansen	ルネッサンス
nagano	長野
ulv	ウルフ
ulv	オオカミ
utmerkelse	受賞
utmerkelse	表彰
utmerkelse	受賞
utmerkelse	表彰
medarbeidere	社員
medarbeidere	同僚
ted	テッド
ted	ted
dick	ディック
lidelse	苦しみ
mislyktes	失敗
sub	サブ
kontrast	コントラスト
konferansen	カンファレンス
konferansen	会議
økonom	エコノミスト
hunter	狩人
hunter	ハンター
isabella	イサベル
isabella	イザベッラ
alberto	アルベルト
fan	ファン
sjøs	sea
motivet	動機
eter	食べる
eter	eat
eter	エーテル
rase	品種
rase	人種
rase	競走
rase	レース
kristendom	キリスト教
institusjon	制度
institusjon	施設
institusjon	機関
lena	レナ
høydepunkt	ハイライト
nancy	ナンシー
keeper	キーパー
bent	ベント
protest	異議
protest	抗議
court	法廷
court	コート
court	裁判所
troen	信仰
troen	信念
konsentrert	濃縮
slektskap	親族
doktor	医師
doktor	ドクター
doktor	先生
doktor	医者
moldova	モルドバ
male	ペンキ
male	ペイント
male	塗料
romeo	ロミオ
romeo	ロメオ
ordbok	辞書
ordbok	辞典
kanadisk	カナダ
kanadisk	カナディアン
atlas	アトラス
hud	スキン
hud	皮膚
area	面積
area	領域
area	エリア
tirol	チロル
tirol	チロル
sarajevo	サラエヴォ
sarajevo	サラエボ
eik	オーク
bataljon	大隊
bologna	ボローニャ
meksikansk	メキシコ
meksikansk	メキシカン
effektive	効率
effektive	実効
filer	ファイル
spredning	散乱
plasseringer	順位
plasseringer	所在地
plasseringer	配置
holdeplass	ステーション
manuskript	原稿
manuskript	写本
run	run
run	ラン
run	走り
run	走る
femti	fifty
oppførsel	行動
oppførsel	挙動
oppførsel	行動
oppførsel	挙動
oregon	オレゴン
unik	ユニーク
unik	独特
innvandrere	移民
vakker	美しい
vakker	ビューティフル
stiger	ハシゴ
stiger	ライジング
stiger	rising
kanten	エッジ
kanten	edge
relasjoner	リレーションシップ
relasjoner	交際
relasjoner	リレーション
relasjoner	関係
bus	バス
besetning	クルー
julian	ジュリアン
rør	タッチ
rør	touch
rør	触る
rør	パイプ
rør	パイプ
rør	パイプス
edwin	エドウィン
vill	ワイルド
vill	野生
antiokia	アンティオキア
jagerfly	ファイターズ
hale	尾翼
hale	しっぽ
hale	ヘール
ireland	アイルランド
alexandra	アレクサンドラ
mestere	チャンピオンズ
mestere	チャンピオン
intellektuelle	知識人
intellektuelle	知識人
adrian	エイドリアン
rydde	tidy
rydde	クリーン
rydde	きれい
prøvd	未遂
mtv	mtv
avgang	出発
pistol	ピストル
pistol	ガン
brigade	旅団
fisher	フィッシャー
primær	メイン
primær	プライマリ
odense	オーデンセ
rico	リコ
tydeligvis	どうやら
skjell	シェル
skjell	貝殻
blogg	ブログ
ansiktet	フェイス
say	say
say	セイ
beat	beat
beat	ビート
jomfru	処女
jomfru	ヴァージン
jomfru	処女
ferdige	終了
camilla	カミーラ
punk	パンク
sum	合計
sum	総和
ruiner	廃墟
ruiner	遺跡
fabrikk	工場
designer	デザイナー
designer	デザイン
viggo	ヴィゴ
small	小さな
small	スモール
small	小さい
elektroniske	エレクトロニック
ronny	ロン
myspace	myspace
skytter	シューティング
inspirerte	インスパイア
rick	リック
düsseldorf	デュッセルドルフ
düsseldorf	デュッセルドルフ
perry	ペリー
oppføringer	エントリー
oppføringer	項目
oppføringer	エントリ
helene	エレーヌ
helene	ヘレン
hart	ハート
opposisjon	野党
seven	seven
seven	セブン
farlige	危険
bachelor	独身
bokstav	手紙
bokstav	letter
bokstav	レター
anmeldelse	レビュー
anmeldelse	審査
konsekvens	帰結
konsekvens	一貫性
hop	ホップ
gjest	ゲスト
rise	上昇
pater	父親
pearl	真珠
negativt	ネガティブ
negativt	マイナス
negativt	ネガ
böhmen	ボヘミア
irish	アイリッシュ
artilleri	大砲
hrsg	hrsg
fis	オナラ
lagre	セーブ
lagre	保存
arkansas	アーカンソー
kyst	海岸
illustrasjon	イラスト
oppfatter	知覚
orleans	オルレアン
varm	熱い
varm	ホット
varm	暑い
varm	あったかい
varm	暖かい
varm	温かい
massakren	虐殺
helgen	週末
helgen	セイント
helgen	聖人
aston	アストン
terreng	地形
mason	メイソン
miljøer	環境
striper	ストライプ
xiv	xiv
gatene	ストリート
gene	遺伝子
gene	ジーン
annie	アニー
ammunisjon	弾薬
ammunisjon	弾薬
kiss	キス
kiss	kiss
kiss	接吻
sigmund	ジークムント
campus	キャンパス
balkan	バルカン
kommersielt	コマーシャル
kommersielt	商用
kommersielt	商業
frittstående	スタンドアロン
stabile	安定
fangene	囚人
parentes	括弧
parentes	括弧
parentes	かっこ
fornøyd	満足
fornøyd	ハッピー
fornøyd	幸せ
nettverket	ネットワーク
kaliber	口径
holocaust	ホロコースト
cello	チェロ
cover	表紙
cover	被覆
cover	カバー
cover	cover
rolig	イージー
rolig	易しい
rolig	やさしい
rolig	簡単
santo	サント
forent	unified
forent	ユナイテッド
utenlandsk	外国
nedgang	辞退
nedgang	拒否
nedgang	却下
nedgang	減らす
federation	連邦
agnes	アグネス
isaac	アイザック
isaac	イサク
symfoni	交響曲
symfoni	シンフォニー
phillips	フィリップス
gata	ストリート
gata	通り
powell	パウエル
samsvar	コンプライアンス
scotland	スコットランド
albumene	アルバム
klatre	登る
personlighet	個性
personlighet	人柄
personlighet	性格
personlighet	人格
personlighet	パーソナリティ
tidsskrifter	雑誌
oberstløytnant	大佐
sjanse	チャンス
sakte	ゆっくり
sakte	ゆっくりと
halve	半分
halve	ハーフ
skritt	step
skritt	ステップ
skritt	歩数
skritt	手順
skritt	ステップ
castilla	カスティーリャ
organisk	有機
amanda	アマンダ
søsteren	姉妹
søsteren	シスター
rot	混乱
rot	root
rot	ルート
palmer	パーマー
jennifer	ジェニファー
kjerne	コア
kjerne	core
kjerne	カーネル
opplevd	経験
made	made
skuespillerinnen	女優
skuespillerinnen	俳優
olivier	オリヴィエ
eksport	輸出
eksport	エクスポート
eksport	エクスポート
mozart	モーツァルト
names	名前
names	名称
leon	レオン
jenny	ジェニー
prinsen	プリンス
skulpturer	彫刻
skulpturer	彫刻
brekke	休憩
brekke	ブレーク
brekke	区切り
brekke	速報
grey	灰色
grey	グレイ
grey	グレー
valencia	バレンシア
egenskap	形質
pastor	牧師
forandringer	変更
innsiden	インサイド
bryst	乳房
bryst	母乳
analyser	内訳
analyser	分析
analyser	analyze
sektor	セクター
krysse	十字架
krysse	クロス
krysse	cross
krysse	十字
låt	歌曲
låt	ソング
metamorfose	変態
ettertiden	後世
ettertiden	後代
strukturer	構造
montana	モンタナ
serbiske	セルビア
presenterer	提示
presenterer	プレゼン
ghana	ガーナ
tallinn	タリン
stafetten	リレー
rapporter	レポート
rapporter	報告
rapporter	レポート
rapporter	報告
romantisk	ロマンチック
kosovo	コソボ
mind	mind
mind	マインド
avansert	上級
henviser	参照
tórshavn	トースハウン
søstre	姉妹
bestemmelser	条文
bestemmelser	規定
cameron	キャメロン
rasende	激怒
rasende	激怒
siri	siri
isle	アイル
vara	ヴァーラ
kjøper	バイヤー
kjøper	買い手
kjøper	購入
uka	週間
pat	パット
holmes	ホームズ
columbus	コロンブス
leonardo	レオナルド
inkludere	含める
besøke	訪問
væske	流体
væske	液体
graf	グラフ
materiell	素材
materiell	材料
materiell	マテリアル
materiell	材料
materiell	素材
suite	スイート
falske	false
falske	虚偽
sichuan	四川省
ulrich	ウルリッヒ
fekter	スウォーズマン
spirit	精神
spirit	スピリット
variasjon	バリエーション
variasjon	品種
variasjon	バラエティ
variasjon	変種
mrs	ミセス
mrs	mrs
husk	remember
macao	マカオ
spesialisert	専門
skatter	宝物
skatter	財宝
skatter	宝物
skatter	税金
plasseringen	配置
skillet	区別
harvey	ハービー
harvey	ハーヴィー
harvey	ハーヴェイ
hestesport	馬術
moses	モーゼ
moses	モーゼス
kairo	カイロ
veiledning	ガイド
begrensninger	制限
begrensninger	制限
begrensninger	制限
begrensninger	リミット
begrensninger	限界
atferd	行動
atferd	挙動
bakterier	細菌
bakterier	バクテリア
hand	ハンド
logo	ロゴ
miami	マイアミ
kalender	カレンダー
komposisjon	合成
komposisjon	構成
dekk	タイヤ
dekk	表紙
dekk	被覆
dekk	カバー
dekk	cover
dekk	甲板
dekk	デッキ
innspill	入力
haiti	ハイチ
spesifikt	特定
pilot	パイロット
mats	マッツ
sint	怒り
sint	マッド
sint	mad
iranske	イラン
ønskelig	望ましい
child	子供
child	児童
progressiv	プログレッシブ
lært	学習
luke	ルカ
peters	ペータース
peters	ピーターズ
jules	ジュール
elseif	elseif
rammer	フレーム
kapital	資本
kapital	首都
kapital	キャピタル
kamera	カメラ
gibraltar	ジブラルタル
fullføre	コンプリート
fullføre	完備
maine	メイン
roberto	ロベルト
distribusjon	分布
distribusjon	流通
distribusjon	配当
augusta	オーガスタ
ankomst	到着
ankomst	イータ
ankomst	到着
høgskole	カレッジ
høgskole	大学
skriv	書き込み
skriv	書く
skriv	書き込む
skriv	種類
skriv	タイプ
fyret	灯台
babylon	バビロン
fett	脂肪
betaling	精算
betaling	支払
betaling	決済
betaling	支払い
betaling	決済
betaling	支払い
roosevelt	ルーズベルト
blokkering	ブロッキング
blokkering	ブロック
vilkår	条件
vilkår	規約
vilkår	用語
glansvinger	lycaenidae
masters	マスターズ
palass	宮殿
palass	宮殿
banker	バンクス
begått	コミット
ruta	経路
ruta	ルート
forsiktig	注意深い
forsiktig	そっと
gyldig	有効
leire	クレイ
leire	粘土
trekkspill	アコーディオン
tykk	厚い
tykk	太い
talsmann	スポークスマン
vanskeligheter	困難
vanskeligheter	困難
kraften	フォース
nba	nba
fornuftig	分別
kanter	エッジ
bestefar	お爺さん
bestefar	おじいちゃん
bestefar	おじいさん
bestefar	祖父
sony	sony
sony	ソニー
beskrivelsen	説明
beskrivelsen	解説
mesa	メサ
sevilla	セビリア
sevilla	セビージャ
sevilla	セビリア
innspilling	記録
innspilling	レコーディング
innspilling	録音
trygg	セーフ
trygg	金庫
trygg	安全
handle	ショップ
handle	アクト
handle	act
heidi	ハイジ
vern	ヴァーン
sitat	引用
register	原簿
register	登録
register	レジスタ
knight	騎士
knight	ナイト
vegas	vegas
vegas	ベガス
bla	blah
aristoteles	アリストテレス
beslutning	決断
beslutning	決定
sainte	サント
bengt	ベンクト
six	シックス
six	six
fotnoter	脚注
ward	ウォード
kjære	ハニー
kjære	はちみつ
kjære	蜂蜜
kjære	dear
kjære	ディア
speed	速度
speed	スピード
creek	クリーク
cole	コール
troll	トロール
troll	トロール
peak	山頂
peak	ピーク
sukker	砂糖
note	メモ
note	ノート
ide	ide
ide	井手
ide	アイデア
ide	観念
ide	アイディア
behandler	処理
behandler	加工
ensemble	アンサンブル
disk	ディスク
ekstreme	エクストリーム
skall	シェル
flying	飛ぶ
flying	フライング
angi	集合
angi	セット
hoppe	ジャンプ
seattle	シアトル
innover	内陸
hjul	ホイール
hjul	車輪
hjul	ホイール
hjul	車輪
atitle	atitle
circuit	サーキット
circuit	回路
prinsipp	原理
prinsipp	原則
prinsipp	原理
delhi	デリー
landevei	ハイウェイ
landevei	公道
østlig	東部
pensjon	年金
vitne	証人
vitne	証人
håndverk	工芸
håndverk	クラフト
håndverk	工芸
heaven	天国
avslo	辞退
avslo	不参加
avslo	拒否された
gylne	ゴールデン
gylne	黄金
cdu	cdu
utgiver	出版
utgiver	パブリッシャー
utgiver	出版社
øyeblikk	moments
øyeblikk	モーメント
øyeblikk	moment
øyeblikk	瞬間
øyeblikk	モーメント
øyeblikk	インスタント
øyeblikk	瞬間
utfordringer	課題
utfordringer	チャレンジ
utfordringer	挑戦
ordinær	普通
uganda	ウガンダ
blanke	ピカピカ
samtaler	会話
samtaler	スレッド
flatt	フラット
arrangere	整列
elite	エリート
artikel	artikel
riga	リガ
ahmed	アーメド
tegneserier	漫画
tegneserier	コミック
woods	ウッズ
nacional	ナシオナル
representasjon	表現
stabil	安定
kjøp	購入
kjøp	買う
kjøp	購入
kjøp	購入
owen	オーウェン
owen	オーエン
bretagne	ブルターニュ
bangladesh	バングラデシュ
bros	ブロス
herskere	ルーラー
herskere	定規
tykke	厚い
tykke	太い
tomme	インチ
tomme	空っぽ
cat	ネコ
cat	ねこ
coast	海岸
fyller	中身
before	以前
mektig	パワフル
avslutte	終了
avslutte	フィニッシュ
kontoret	事務局
kontoret	事務所
kontoret	オフィス
markedsføring	マーケティング
maur	アリ
maur	アリ
boks	ボックス
clarke	クラーク
fattig	かわいそう
segl	アザラシ
segl	封印
segl	印章
segl	シール
segl	押印
mayer	メイヤー
fisker	魚類
fisker	フィッシュ
fisker	漁師
mecklenburg	メクレンブルク
floyd	フロイド
århus	オーフス
tottenham	トッテナム
opprettes	作成
frø	種子
frø	シード
frø	種子
frø	シード
mercury	水星
mercury	マーキュリー
mercury	水銀
vegetasjon	植生
policy	ポリシー
policy	政策
policy	方針
utvist	退学
maksimalt	最大
maksimalt	maximum
germain	ジェルマン
simpson	シンプソン
earl	アール
rogers	ロジャース
salget	販売
salget	売り上げ
salget	セールス
salget	売上
kobayashi	小林
forsvarer	ディフェンダー
produsenten	プロデューサー
regime	政権
any	any
opplevelser	エクスペリエンス
tiger	トラ
tiger	タイガー
ost	チーズ
takt	タクト
brygge	桟橋
muhammed	ムハンマド
ambassaden	大使館
carnegie	カーネギー
intervjuer	インタビュー
intervjuer	インタビュー
madison	マディソン
survey	調査
survey	アンケート
konsekvent	一貫性
village	村落
village	ヴィレッジ
gælisk	ゲーリック
imago	成虫
elektrisitet	電力
elektrisitet	電気
same	同じ
same	おなじ
bue	ボウ
bue	お辞儀
bue	おじぎ
bue	船首
bokstavelig	文字通り
bokstavelig	リテラル
systems	システム
systems	システムズ
romantiske	ロマンチック
sykler	自転車
sykler	バイク
sykler	自転車
sykler	サイクリング
claudius	クラウディウス
fond	ファンド
kjemper	巨人
kjemper	ジャイアンツ
montgomery	モンゴメリー
slank	スリム
alba	アルバ
unesco	ユネスコ
påstand	債権
påstand	主張
påstand	取得
påstand	主張
hektar	エーカー
knust	壊れた
seile	船出
oppfunnet	発明
konservativ	保守
display	ディスプレイ
andorra	アンドラ
falsk	false
falsk	虚偽
falsk	フェイク
munk	モンク
ombygging	リフォーム
mali	マリ
hals	咽喉
hals	ネック
formue	フォーチュン
fet	太字
fet	ボールド
fet	脂肪
summen	合計
summen	総和
inter	inter
spinner	紡績
nikolai	ニコライ
waters	ウォーターズ
hydrogen	水素
tester	テスト
tester	テスト
curtis	カーティス
without	なし
todd	トッド
castro	カストロ
himmel	天国
himmel	sky
himmel	スカイ
phoenix	フェニックス
ibm	ibm
rob	ロブ
rca	rca
manuelt	手動
gudinne	女神
arms	アームス
urter	ハーブ
omgivelser	周辺
velkjent	おなじみ
erstatter	置換
erstatter	差し替え
erstatter	置換
skarp	シャープ
skarp	鋭い
slåss	ファイティング
overgrep	誤用
overgrep	虐待
rex	レックス
gaver	ギフト
gaver	贈り物
gaver	プレゼント
player	プレイヤー
player	プレーヤー
mel	粉末
mel	小麦粉
mel	メル
lidelser	苦難
muntlig	口頭
utah	ユタ
drøm	ドリーム
drøm	dream
auto	自動
auto	オート
uci	uci
utøverne	選手
utøverne	アスリート
tilbudet	オファー
tilbudet	申し出
tilbudet	クーポン
kamerun	カメルーン
ferdigheter	スキル
fremmed	よそ者
stjernene	stars
stjernene	スターズ
command	指揮
command	コマンド
madsen	マドセン
signal	シグナル
signal	信号
españa	エスパーニャ
løpere	ランナー
oppdage	発見
oppdage	検出
oppdage	検知
oppdage	検出
oppdage	発見
tilnærming	進入
tilnærming	アプローチ
tilnærming	参道
board	ボード
busser	バス
verb	動詞
verb	動詞
marina	marina
marina	マリーナ
satse	賭ける
satse	ベット
satse	賭け
løve	ライオン
løve	獅子
alpine	高山
grov	加重
margin	マージン
margin	余白
krise	危機
vinduer	windows
richmond	リッチモンド
next	next
alessandro	アレッサンドロ
ideologi	イデオロギー
salme	聖歌
salme	詩篇
ekstern	外部
sammenslåingen	マージ
sammenslåingen	統合
sammenslåingen	マージ
jefferson	ジェファーソン
temple	テンプル
temple	寺院
temple	神殿
vellykkede	成功
shandong	山東省
internt	内部
søkt	応用
due	ピジョン
due	ハト
krigene	戦争
krigene	ウォーズ
jung	ユング
richards	リチャーズ
edda	エッダ
guyana	ガイアナ
norfolk	ノーフォーク
tunneler	トンネル
control	コントロール
kid	キッド
queens	クイーンズ
gun	ガン
enger	牧草
ifk	ifk
brød	パン
brød	ブレッド
aluminium	アルミニウム
aluminium	アルミ
aluminium	アルミニウム
nebraska	ネブラスカ
cornelius	コルネリウス
cornelius	コーネリアス
skoger	ウッズ
skoger	森林
slovakisk	スロバキア
medley	メドレー
sirkel	サークル
bensin	ガソリン
bensin	気体
bensin	ガス
bensin	ガソリン
sapporo	札幌
trenge	ニーズ
trenge	ニーズ
stol	いす
stol	チェア
stol	椅子
mhz	mhz
omgivelsene	周辺
bryllup	ウェディング
bryllup	ウェディング
bryllup	結婚式
bowie	ボウイ
registrering	登録
registrering	登録
registrering	登記
korrupsjon	汚職
stopp	停止
stopp	ストップ
munnspill	ハーモニカ
newman	ニューマン
størrelser	サイズ
aviation	航空
nevada	ネバダ
ulykke	アクシデント
ulykke	事故
tillate	許可
tillate	許可証
tillate	許可
limited	限定
limited	limited
initiativet	イニシアチブ
legeme	本文
legeme	身体
legeme	本体
legeme	ボディ
nature	ネイチャー
nature	自然
mag	マグ
mag	mag
lilla	パープル
hytte	コテージ
hytte	キャビン
hytte	船室
kaffe	コーヒー
hjemmesiden	ホームページ
skyldig	有罪
skyldig	guilty
irene	イレーネ
irene	アイリーン
dam	チェッカー
dam	ダム
heinz	ハインツ
nanjing	南京市
nanjing	南京
operation	運行
operation	作戦
operation	運営
operation	操作
operation	オペレーション
keramikk	セラミック
keramikk	陶磁器
slektning	相対
slektning	親戚
volvo	ボルボ
guitar	ギター
sinn	mind
sinn	マインド
restaurering	修復
restaurering	復元
restaurering	維新
kampanjen	キャンペーン
registrere	原簿
registrere	登録
registrere	レジスタ
need	ニーズ
tobias	トバイアス
satset	賭ける
satset	ベット
satset	賭け
lam	子羊
lam	ラム
lam	ラム
lam	lam
hedret	追悼
måles	測定
daily	デイリー
fenomener	現象
aking	リュージュ
hyllest	朝貢
hyllest	オマージュ
lesning	読書
opus	opus
drivstoff	燃料
emanuel	エマニュエル
plast	プラスチック
plast	合成樹脂
plast	ビニール
plast	プラスチック
plast	プラスティック
følelse	気分
følelse	フィーリング
tonnasje	トン数
visa	visa
visa	ビザ
visa	査証
åpnes	開く
hampshire	ハンプシャー
lorenzo	ロレンツォ
lorenzo	ロレンソ
medium	ミディアム
medium	メディア
felder	felder
instruktør	講師
instruktør	インストラクター
hovedkvarteret	本社
hovedkvarteret	本部
hovedkvarteret	司令部
batteri	電池
batteri	バッテリー
batteri	バッテリ
monumentet	モニュメント
monumentet	記念碑
bønn	祈り
bønn	祈り
bønn	礼拝
bønn	祈祷
holdninger	態度
innså	実現
trust	トラスト
trust	trust
trust	信頼
joel	ジョエル
tomt	空っぽ
tomt	空欄
tomt	ブランク
pax	pax
benny	ベニー
garcía	ガルシア
essex	エセックス
presidenter	社長
bangkok	バンコク
reform	改革
reform	革新
reform	リフォーム
redaktører	エディタ
eli	エリ
eli	イーライ
col	col
anmeldelser	レビュー
prisene	価格
restauranter	レストラン
depresjon	うつ病
mus	マウス
mus	ねずみ
mus	マウス
norton	ノートン
amalie	アマーリエ
ten	テン
ten	ten
prestasjoner	実績
prestasjoner	事跡
prestasjoner	業績
prestasjoner	事績
prestasjoner	功績
marilyn	マリリン
prosjektene	プロジェクト
komponenter	コンポーネント
xvi	xvi
reservoaret	貯水池
tretti	三十
tretti	thirty
måne	ムーン
primitive	プリミティブ
fat	脂肪
css	css
kirka	チャーチ
kirka	教会堂
kirka	教会
bella	ベラ
guangzhou	広州
anklager	告発
bern	ベルン
bonn	ボン
ris	ご飯
ris	ライス
ris	ris
meldinger	メッセージ
halvkule	半球
signatur	署名
myten	神話
datamaskin	コンピューター
datamaskin	コンピュータ
opprettelse	創造
opprettelse	作成
duncan	ダンカン
sikt	aim
sikt	視界
mother	おかあさん
mother	母親
lagring	ストレージ
lagring	保存
lettvekt	ライトウェイト
fremtid	フューチャー
fremtid	未来
fremtid	将来
fattigdom	貧困
hekker	ネスト
prefektur	都道府県
christ	キリスト
belønning	報酬
eritrea	エリトリア
intel	intel
salzburg	ザルツブルク
borger	市民
dragon	ドラゴン
rothschild	ロスチャイルド
propaganda	プロパガンダ
captain	隊長
captain	キャプテン
magic	magic
magic	魔法
magic	マジック
third	番目
third	サード
fossil	化石
fossil	化石
selvbiografi	自伝
greg	グレッグ
forbedringer	改良
haven	ヘイヴン
nøytrale	中性
nøytrale	ニュートラル
perfekt	パーフェクト
perfekt	完璧
atmosfære	大気
atmosfære	大気圏
atmosfære	雰囲気
besatt	執着
utkast	ドラフト
utkast	下書き
utkast	下書き
hannibal	ハンニバル
sjekk	チェック
laos	ラオス
frue	マダム
gjensidig	相互
edit	編集
bis	ビス
konsulent	コンサルタント
konsulent	コンサルティング
jessica	ジェシカ
rachel	レイチェル
læring	学習
læring	ラーニング
læring	学問
centimeter	センチメートル
centimeter	センチメートル
centimeter	センチメートル
igor	イーゴリ
marion	マリオン
kap	kap
talk	トーク
stade	スタッド
foreninger	組合
mineraler	鉱物
lübeck	リューベック
tørr	辛口
tørr	ドライ
tørr	乾燥
tilhørighet	所属
tilhørighet	アフィニティ
mesopotamia	メソポタミア
genetisk	遺伝
unix	unix
standarder	基準
standarder	規格
mulighetene	可能性
grafikk	グラフィック
grafikk	グラフィックス
aksjon	アクション
søknad	出願
søknad	アプリケーション
finans	財務
finans	金融
finans	財政
finans	ファイナンス
reality	リアリティ
reality	現実
ferge	フェリー
trygt	セーフ
trygt	金庫
trygt	安全
umeå	ウメオ
copa	コパ
nominasjon	ノミネート
nominasjon	指名
kriminalitet	犯罪
brt	brt
hengende	絞首刑
benedikt	ベネディクト
beholder	容器
beholder	コンテナ
hvile	安静
hvile	休む
gotisk	ゴシック
avgjørelsen	決断
avgjørelsen	決定
folketinget	議会
folketinget	国会
anonyme	アノニマス
anonyme	匿名
turer	配車
turer	旅行
sans	sans
tante	おばさん
tante	叔母
tante	おば
høylandet	高地
erobring	征服
argentinske	アルゼンチン
plattformen	プラットフォーム
plattformen	プラットホーム
hunt	ハント
hunt	狩り
dawn	明け方
dawn	夜明け
dawn	ドーン
langsomt	ゆっくり
langsomt	ゆっくりと
chuck	チャック
aspekter	側面
emi	emi
emi	えみ
budskap	メッセージ
budskap	伝言
murphy	マーフィー
canal	運河
ajax	アイアース
fortsettelse	続き
fortsettelse	継続
omar	オマール
bart	バート
bart	口髭
bart	ひげ
gjennomgang	レビュー
gjennomgang	審査
andrews	アンドリュース
monster	怪物
monster	モンスター
monster	怪獣
novgorod	ノヴゴロド
rein	手綱
rein	クリーン
rein	きれい
oppvarming	暖房
pels	毛皮
framgang	プログレス
framgang	経過
framgang	進捗
utrecht	ユトレヒト
overskrift	見出し
overskrift	ヘッダ
overskrift	ヘッダー
tilpasse	カスタマイズ
tilpasse	カスタマイズ
tilpasse	適応
kolonne	カラム
erfarne	経験
kryss	交差点
kryss	十字架
kryss	クロス
kryss	cross
kryss	十字
stuping	ダイビング
word	ワード
word	言葉
word	単語
word	word
fødselen	誕生
forbedring	改善
tau	ロープ
tau	タウ
tau	ロープ
guardian	ガーディアン
guardian	後見人
sem	sem
