panel	چھاج.
sprawdzanie	ڈانٹنا
sprawdzanie	بندش
sprawdzanie	تحدید
sprawdzanie	تنقیہ
sprawdzanie	اقرار
sprawdzanie	شہ
sprawdzanie	تھامنا
sprawdzanie	ڈانٹنا
sprawdzanie	بندش
sprawdzanie	تحدید
wystarczająca	کافی
nerwy	مچھلی.
nerwy	عضلہ
nerwy	بہادری
nerwy	رگ
nerwy	مچھلی.
nerwy	عضلہ
nerwy	بہادری
arrow	تیر
arrow	بان
arrow	تیر
prestiż	عزت
prestiż	رسوخ
prestiż	اقتدار
prestiż	عزت
prestiż	وقار
prestiż	رسوخ
prestiż	اقتدار
leach	نتھارنا
leach	(چھال
dobrobytu	کامیابی.
dobrobytu	خوشحالی
dobrobytu	کامیابی.
dobrobytu	خوشحالی
dobrobytu	فراخی
polaryzacji	قطبیت
polaryzacji	تضاد
ogrodnik	مالی.
ogrodnik	مالی.
ogrodnik	باغبان
stos	چتا
stos	مخمل
stos	تودہ.
stos	in
stos	on
stos	اون.
stos	پولا.
stos	انبار.
stos	خرمن
stos	گٹھا
ostrze	تلوار.
konfiguracja	نفسیات
windy	دنبال
inteligentny	ذہین
inteligentny	ہوشیار
enter	بتانا
enter	جتانا
enter	گھسنا
enter	کتاب
niania	دایہ
sąsiadka	ملحق
sąsiadka	پڑوسی
sąsiadka	ملحق
sąsiadka	ہمسایہ
pantera	پوما
pantera	تیندوا
ech	ہیں؟.
gwiazdowy	انجمی
gwiazdowy	کوکبی.
szlachetny	عمدہ
szlachetny	عظیم
szlachetny	خوب
sztuczna	ظاہری
sztuczna	ظاہری
sztuczna	بناوٹی
sztuczna	نقلی
oczekiwać	سمجھنا
wrażliwe	(بعدہ
wrażliwe	عاجز
noszone	معنی۲.
noszone	ماندہ
wrogowie	غنیم
tama	روکنا
tama	پشتہ.
dziennikarstwo	صحافت
dziennikarstwo	صحافی.
diament	لوز
diament	ہیرا
diament	لوز
diament	ہیرا
diament	الماس
uzależniona	عادی
uzależniona	رسیا
uzależniona	عادی
krowy	بات
czapla	بزہ
czapla	پرکٹ
czapla	بزہ
przetargu	معذرت
przetargu	گداز
przetargu	خیال
przetargu	بودا
przetargu	ٹینڈر
przetargu	پیشکش
przetargu	رکھوالا
przetargu	مانوس
przetargu	کچّی
przetargu	کمزور.
przetargu	نگراں.
przetargu	معذرت
przetargu	گداز
przetargu	خیال
przetargu	بودا
przetargu	ٹینڈر
przetargu	نازک
przetargu	پیشکش
przetargu	رکھوالا
przetargu	مانوس
przetargu	کچّی
przetargu	کمزور.
przetargu	نگراں.
diagnostyka	نشانی
diagnostyka	علامت
diagnostyka	تشخیصی
mozaiki	مخلوط
mozaiki	دوغلا
mozaiki	جڑت
importu	مدّعا
wyrostek	تعلیقہ.
wyrostek	تعلیقہ.
wyrostek	ضمیمہ
depresja	نزول
depresja	غمگینی
depresja	نشیب
depresja	فشار.
depresja	نقاہت
depresja	پچکن.
depresja	اداسی
czułość	نرمی
dominujący	حاوی.
dominujący	غالب
dominujący	حاوی
dominujący	ارفع
dominujący	نمایاں
dominujący	مسلّط
slim	چھوٹا
slim	وزن
slim	تیز
slim	عّیار.
slim	مختصر
agentka	گماشتہ
sztywny	سخت
sztywny	کڑا
sztywny	سخت
sztywny	کڑا
sztywny	کٹّر
sztywny	رسمی
sztywny	شدید
sztywny	مشکل
sztywny	تیز.
sztywny	لاش.
sztywny	سخت
doskonałości	اختصاص.
doskonałości	فوقیت
doskonałości	علو
doskonałości	کاملیت
doskonałości	فضیلت
doskonałości	کارنامہ
doskonałości	برتری.
uprawę	پرداخت
uprawę	کاشت
uprawę	پرداخت
glina	بھگتنا
glina	کرنا
glina	سہنا.
glina	گیلی
delikatne	کمزور
delikatne	شکستنی.
delikatne	پُھوٹک
delikatne	کمزور
delikatne	شکستنی.
delikatne	بالحاظ
delikatne	شائستہ(شخص)
delikatne	ہلکا
delikatne	بالحاظ
delikatne	شائستہ(شخص)
stacjonarne	یکساں.
stacjonarne	کھڑی
stacjonarne	جامد
wyczerpania	تھکن
wyczerpania	تکان
wirusy	ذعافی
wirusy	بِس
wirusy	ذعافہ
porwania	اغوا
herr	صاحب.
herr	مسٹر
tłumy	انبار
tłumy	ستانا.
tłumy	جمگھٹا.
tłumy	ہجوم
tłumy	ڈھیر
tłumy	ناظرین
tłumy	انبار
tłumy	ستانا.
tłumy	جمگھٹا.
tłumy	انبوہ
tłumy	ہجوم
tłumy	ڈھیر
tłumy	ناظرین
cienki	خفیہ
cienki	چھریرا.
cienki	تنگ
cienki	دُبلا
cienki	چھانٹنا
cienki	کمزور
cienki	thinly
cienki	شاخوں
cienki	ہلکے
cienki	گھٹانا.
cienki	چھانٹنا
cienki	کمزور
cienki	دُبلا
cienki	thinly
cienki	شاخوں
cienki	رقیق
cienki	ہلکے
cienki	گھٹانا.
cienki	نحیف
cienki	لطیف
cienki	پتلا
nieliczni	کم
odnośnik	to
odnośnik	بندھنا
odnośnik	واسطہ
odnośnik	cuff-link
odnośnik	ٹکڑا.
ratunek	عافیت.
ratunek	تحفظ
ratunek	بچاؤ
ratunek	عافیت.
ratunek	تحفظ
ratunek	نجات
ratunek	بچاؤ
ratunek	نجات
ratunek	چھڑانے
ratunek	چھڑانا
późny	my
późny	(his
późny	حالیہ.
czerwień	اشتراکی
czerwień	سرخ
czerwień	لال
czerwień	سوویت-
czerwień	سرخا.
czerwień	روسی
czerwień	اشتمالی.
farmie	کشت
chamberlain	بادشاہ
chamberlain	محلدار
pływające	اَدھر.
pływające	مختصر
pływające	معلق
pływające	پُراں
pływające	مستعجل
judge	منصف
judge	قاضی
stopie	پا
niedostępne	کھنچا.
niedostępne	رسوخ
arbitra	ثالث
arbitra	بچولیا
arbitra	ثالث
arbitra	حکم
arbitra	بچولیا
romansu	پُرتخیل
romansu	اطالوی
romansu	رومان
tłuszcz	تِلائی
tłuszcz	تیل
tłuszcz	روغن
tłuszcz	چکنائی
tłuszcz	دُہنیت.
tłuszcz	تیلیا
tłuszcz	قلیل
tłuszcz	روغنی
tłuszcz	چرب.
tłuszcz	چربیلا.
tłuszcz	زرخیز
tłuszcz	چکنا
tłuszcz	فراواں
tłuszcz	مقتدر
tłuszcz	موٹا
tłuszcz	تیلیا
tłuszcz	قلیل
tłuszcz	روغنی
tłuszcz	چرب.
tłuszcz	فربہ
tłuszcz	چربیلا.
tłuszcz	زرخیز
tłuszcz	چکنا
tłuszcz	فراواں
tłuszcz	مقتدر
tłuszcz	چربی
bęben	ڈھول
bęben	پاؤں
niepewne	ٹھٹکتا
niepewne	جھجکتا
niepewne	غیریقینی
niepewne	غیرواضح
niepewne	متلون
clash	بھڑنا
zabawki	مثل
zabawki	نمونہ
zabawki	شبیہہ
szlachetne	عمدہ
szlachetne	عظیم
szlachetne	خوب
objawienie	الہام
ożywienie	اعادہ
ożywienie	احیا.
ożywienie	تجدید
ożywienie	اعادہ
ożywienie	احیا.
detektor	روشناس
dutch	جرمنی
dutch	ولندیزی.
dutch	ایفریکان.
dutch	بیوی
grzyba	اسفنجی
grzyba	خمیر
grzyba	فطر
grzyba	ڈاڑھی.
lamb	مسکین
riposta	الزام
riposta	on
riposta	ہتک
riposta	حملے
świadka	to
świadka	تصدیق.
świadka	for
świadka	against
świadka	(بعدہ
świadka	گواہی
świadka	شاہد-
świadka	to
świadka	تصدیق.
świadka	شہادت
świadka	for
świadka	against
świadka	(بعدہ
świadka	گواہی
świadka	گواہ
świadka	شاہد-
ziarno	آل
ziarno	ورثا
ziarno	اولاد
ziarno	مزاج
ziarno	وضع
ziarno	رجحان.
ziarno	جلد
ziarno	اصلیت
ziarno	روغن
ziarno	لون.
dostosowania	موافقت.
dostosowania	موافق
wirusów	بِس
wirusów	ذعافہ
lojalności	وفاداری
rumble	by
rumble	بنکارنا
rumble	(بعدہ
rumble	along
rumble	گڑگڑاہٹ.
rumble	گونجتی
przodek	جدّ
faktyczne	موجود
faktyczne	اصلی
faktyczne	حاضر
faktyczne	موجود
faktyczne	حقیقی
faktyczne	اصلی
faktyczne	حاضر
niemożliwa	محال
powtórzenia	مثنٰی.
powtórzenia	توالی
powtórzenia	نقل
kłącze	جذر
konserwatywny	باکفایت
konserwatywny	محتاط.
nieprawdziwe	جھوٹ.
nieprawdziwe	موہوم
nieprawdziwe	غیرقانونی
nieprawdziwe	باطل
nieprawdziwe	جعلی
nieprawdziwe	ناجائز
nieprawdziwe	غلط
nieprawdziwe	نادرست
nieprawdziwe	موہوم
nieprawdziwe	غیرقانونی
nieprawdziwe	باطل
nieprawdziwe	نقلی
nieprawdziwe	جعلی
nieprawdziwe	ناجائز
nieprawidłowe	انداز
nieprawidłowe	(وضع
nieprawidłowe	معیوب.
nieprawidłowe	انداز
nieprawidłowe	(وضع
nieprawidłowe	غلط
nieprawidłowe	معیوب.
nieprawidłowe	اصول
nieprawidłowe	مستقل
nieprawidłowe	استثنائی
nieprawidłowe	معذور
nieprawidłowe	ناقص
nieprawidłowe	اپاہج
nieprawidłowe	نامعتبر
sondę	مِسبر
odporny	to
odporny	مستثنیٰ
wyłączenia	استثنأ
wyłączenia	معافی
wyłączenia	برأت
wyłączenia	اخراج
wyłączenia	استثنا.
mgły	بھاپ.
mgły	مبہم
mgły	کہرا
kwartale	پڑاؤ.
kwartale	چہارم
kwartale	(بعدہ
kwartale	ربع
ideał	ذہنی
ideał	کاملیت
ideał	فضیلت
ideał	کارنامہ
ideał	برتری.
odnowienie	اعادہ
odnowienie	تجدید
odnowienie	اعادہ
przypuszczenia	اندازہ
przypuszczenia	تخمینہ.
przypuszczenia	قیاس
porady	اطلاع
porady	صلاح-
porady	خبر.
porady	اطلاع
porady	صلاح-
porady	خبر.
porady	مشورہ
sąsiada	ملحق
sąsiada	پڑوسی
sąsiada	ملحق
sąsiada	ہمسایہ
wyraźna	سہل
wyraźna	خیال
wyraźna	بیّن
wyraźna	مفصل
wyraźna	واضح
wyraźna	کھرا
wyraźna	(علم
wyraźna	غیرمبہم.
rozpuszczalny	سلجھایا
rozpuszczalny	سمجھایا
porodu	زچگی
drutu	باندھنا
względna	اضافی
względna	(بعدہ
względna	بمطابق
względna	متعلقہ
względna	اضافی
względna	عزیز
względna	(بعدہ
względna	بمطابق
względna	متعلقہ
tęcza	نارنجی
tęcza	نیلا
tęcza	زرد
tęcza	سبز
tęcza	نارنجی
tęcza	دھنک
tęcza	نیلا
tęcza	زرد
tęcza	سبز
podmiejskich	اجڈ
podmiejskich	مقامی
podmiejskich	مضافاتی.
podmiejskich	متعصبانہ
intencje	مدّعا
intencje	مشغول
intencje	بامقصد
intencje	بامعنی.
intencje	نیت
intencje	غایت
intencje	مدّعا
intencje	ارادہ
intencje	نیت
intencje	غرض
intencje	غایت
intencje	مدّعا
intencje	ارادہ
dotyka	بحوالہ
dotyka	متعلق.
zimny	جوش
zimny	بالکل
zimny	جذبہ
zimny	مہر
zimny	زکام
zimny	مدّھم
zimny	یکلخت
zimny	شیتل
zimny	جوش
zimny	سرد
zimny	بالکل
zimny	جذبہ
zimny	بارِد
zimny	نزلہ
zimny	مہر
zimny	زکام
zimny	مدّھم
zimny	یکلخت
zimny	شیتل
gap	درّہ.
gap	خلا
gap	مذاق
gap	شگاف.
gap	گھاٹی
gap	فصل
gap	اختلاف.
gap	ریخ
gap	درّہ.
gap	خلا
gap	رخنہ
gap	مذاق
gap	شگاف.
gap	گھاٹی
gap	فصل
gap	اختلاف.
gap	ریخ
taśma	فیتہ
uzależnienie	تابع
uzależnienie	علّت.
uzależnienie	لت
uzależnienie	علّت.
uzależnienie	آسرا
uzależnienie	تکیہ
uzależnienie	بھروسا
uzależnienie	محتاجی.
uzależnienie	اعتماد
miód	دلبر.
miód	انگبینی.
miód	عسّل.
miód	شہد
miód	دلبر.
miód	انگبینی.
miód	عسّل.
czujnik	محاس
cząstka	ریزہ
cząstka	ness)
cząstka	حبہ.
łóżka	کیاری
łóżka	بٹھانا.
atrakcyjne	پُرکشش
atrakcyjne	دلفریب
atrakcyjne	دلچسپ
atrakcyjne	پُرکشش
atrakcyjne	جاذب
atrakcyjne	دلفریب
atrakcyjne	دلکش
atrakcyjne	دلچسپ
atrakcyjne	پُرکشش
atrakcyjne	جاذب
chorzy	الٹی
chorzy	عاجز
chorzy	استفراغ.
chorzy	بیماری
chorzy	قے
chorzy	بیمار
chorzy	مرضین
broda	زنخداں
broda	ٹھوڑی
broda	ذقن
broda	زنخداں
broda	ٹھوڑی
broda	ریش
broda	بالو
broda	بانجر
broda	ریش
broda	داڑھی
broda	بالو
broda	بانجر
myślał	تفکّر
myślał	منصوبہ.
myślał	تدبیر
myślał	منشا.
myślał	(بعدہ
myślał	مقصد
myślał	ارادہ
myślał	تفکّر
myślał	خیال
myślał	منصوبہ.
myślał	تدبیر
myślał	منشا.
myślał	(بعدہ
myślał	مقصد
myślał	ارادہ
oracle	الہام.
burg	بستی
różowa	سجانا.
różowa	سنوارنا
różowa	گلابی
różowa	سرخا.
nadajnik	مفتش.
nadajnik	مفتش.
nadajnik	کھوجی
sting	لوٹنا
sting	کھٹک.
sting	چبھن
sting	ڈنک
sting	خلش
sting	کانٹا.
rtęci	سیماب
rtęci	سیماب
rtęci	پارہ
zderzenie	ٹکراؤ.
zderzenie	اثر
zderzenie	دابنا.
zderzenie	جکڑنا
zderzenie	تصادم
zderzenie	ٹکّر
zderzenie	تصادم
słabość	نقص.
słabość	ضعف.
słabość	(بعدہ
słabość	ہوکا-
słabość	لاغری
słabość	نقص.
słabość	ضعف.
słabość	ناتوانی
słabość	(بعدہ
słabość	ہوکا-
pułapkę	منہ
pułapkę	کھٹکا
pułapkę	منہ
pułapkę	کھٹکا
pułapkę	جال
bezpieczny	معتبر
bezpieczny	یقینی
bezpieczny	کمزور
bezpieczny	کسنا
bezpieczny	محکم
bezpieczny	پکا
bezpieczny	یقینی
bezpieczny	کمزور
bezpieczny	کسنا
bezpieczny	محکم
bezpieczny	محفوظ
bezpieczny	پکا
bezpieczny	یقینی
twist	مڑنا
twist	گھماؤ.
twist	توڑنے
twist	(بعدہ
twist	عجیب
twist	بُننا.
twist	لپٹی
twist	چکرانا.
twist	مروڑنا.
twist	مڑنا
twist	گھماؤ.
twist	توڑنے
twist	(بعدہ
twist	عجیب
twist	بُننا.
twist	بل
twist	لپٹی
twist	چکرانا.
twist	مروڑنا.
rytuał	چلن.
rytuał	رواج
rytuał	رسمی-
rytuał	ریت
wstyd	(بعدہ
wstyd	غیرت
wstyd	ندامت
wstyd	شرم
wstyd	(بعدہ
wstyd	غیرت
świadomy	تاباں
świadomy	صاف
świadomy	تابناک.
świadomy	بین
świadomy	واضح
świadomy	منوّر
świadomy	چکنی
świadomy	ہوشمند.
świadomy	ہوشیار
świadomy	چوکنّا
świadomy	بالارادہ
świadomy	(عمل
świadomy	آگاہ.
świadomy	مطلع
elektrody	برقیرہ
pomyłka	چوک
pomyłka	سہو.
pomyłka	چوک
pomyłka	غلطی
pomyłka	سہو.
komunizm	اشتراکیت
colt	کھلاڑی
colt	نیا
colt	کھلاڑی
colt	نیا
colt	بچھیرا
metale	لوہا
metale	رانگ
metale	چاندی
metale	دھاتی
metale	فلز
przewodnictwo	رہبری.
przewodnictwo	مشورہ
przewodnictwo	ہدایت
przewodnictwo	چیئرمینی
przewodnictwo	صدارت
przewodnictwo	پہل
przewodnictwo	قیادت
przewodnictwo	موصلیت
nieporozumienie	ناراضگی.
blond	بھورے
środę	بدھ
akapitu	پارا.
owca	میش.
owca	بھیڑ
owca	میش.
biedy	کمی.
biedy	کمتری
biedy	کمینگی.
biedy	مفلسی
biedy	کمی.
biedy	غریبی
biedy	ناداری
biedy	کمتری
biedy	کمینگی.
biedy	مفلسی
wzywa	روزگار.
wzywa	مصروفیت
wzywa	روزگار.
wzywa	پیشہ
wzywa	مصروفیت
pub	چھاپنا
pub	ہوٹل.
wełny	صوف
wełny	پشم.
wełny	سمور
kolorowy	ادب
kolorowy	طرز
kolorowy	احساس
kolorowy	صورت
kolorowy	لون
kolorowy	خطابت
kolorowy	رُخ
kolorowy	قسم
kolorowy	بہانہ
kolorowy	زور
kolorowy	کلب
kolorowy	موسیقی
kolorowy	رنگ
kolorowy	ادب
kolorowy	طرز
kolorowy	رنگنا
kolorowy	احساس
kolorowy	صورت
kolorowy	لون
kolorowy	خطابت
kolorowy	رُخ
kolorowy	قسم
kolorowy	بہانہ
kolorowy	زور
kolorowy	کلب
kolorowy	موسیقی
kolorowy	رنگدار
kolorowy	رنگدار
kolorowy	رنگین
świadczenie	موافق
świadczenie	موافق
świadczenie	فائدہ
hałas	ناگوار.
hałas	اونچی
hałas	اُچھالنا
hałas	صوت
hałas	غوغا.
hałas	ناگوار.
hałas	اونچی
hałas	اُچھالنا
hałas	آواز
hałas	صوت
hałas	غوغا.
hałas	شور
spekulacje	اندازہ
spekulacje	تخمینہ.
motto	مقولہ
motto	کلّیہ
pieniądz	نقدیاں.
pieniądz	املاک
pieniądz	معاوضہ.
swobodne	عارضی
swobodne	اچانک.
swobodne	معمولی
swobodne	اتفاقی
spójności	التصاق
spójności	اتّصال
spójności	ہمواری
spójności	بستگی.
spójności	مطابقت
spójności	استوار
splot	(ٹوکری
splot	بُنت
splot	بناوٹ
splot	گوندھنا.
federalne	وفاق
zyskać	پانا
zyskać	حاصل
zyskać	اضافے
zyskać	اضافہ
zyskać	بڑھوتری.
zyskać	ثروت.
zyskać	یافت.
zyskać	ترقی
zyskać	کمانا
zyskać	پانا
zyskać	حاصل
zyskać	اضافے
zyskać	اضافہ
zyskać	بڑھوتری.
zyskać	ثروت.
zyskać	نفع
zyskać	کمائی
zyskać	یافت.
zyskać	ترقی
zyskać	کمانا
dominikany	ڈومینیکی.
zatwierdzenia	اقرار
skarbca	چھلانگ.
skarbca	جست
drobiu	پیلو
drobiu	بطخیں
generatory	ڈائنمو.
generatory	موجد
generatory	جنریٹر
generatory	مخترع.
generatory	گیس
pysk	نکو.
pysk	مُخبر.
sprawiedliwych	متقی
koordynacja	موزوں
koordynacja	منضبط
koordynacja	محدد.
koordynacja	مطابقت
koordynacja	تطبیق
strand	واماندہ
strand	نادار
strand	مفلس
strand	تار
inflacja	نفخ.
motywacji	ترغیب
akustyczne	صوتیات
akustyczne	سمعی
akustyczne	صوتی.
akustyczne	سمعیات-
krtani	حنجرہ
krtani	نرخرہ.
pepper	capcicum
winnicy	تاکستان
wag	بھگوڑا
wag	آوارہ
wag	ظریف.
wag	فراری-
wag	مسخرہ
wag	بھگوڑا
wag	آوارہ
wag	ظریف.
wag	فراری-
zasób	آسرا.
logistyki	قیام
samotne	مہجور
samotne	سونی
samotne	غمگین.
samotne	مہجور
samotne	اکیلا
samotne	سونی
samotne	غمگین.
curry	سنوارنا.
curry	کوٹنا-
curry	چھڑنا
agresywne	جارح
agresywne	جارحانہ(عمل
agresywne	اقدام)
agresywne	مخالفانہ
agresywne	ظالم
agresywne	جابر
agresywne	غاصب
agresywne	معاندانہ
agresywne	جنگجو
jeść	خوردنی
jeść	قلیل
jeść	at
jeść	رگڑ
jeść	ستانا
jeść	نگلنا
jeść	چبانا
craven	بزدل
craven	ڈرپوک
aukcji	نیلام
aukcji	برّاج.
wdrożenie	تعمیل
wdrożenie	تکمیل
wdrożenie	اوزار
wdrożenie	فرنیچر
równowaga	ٹھہرا
równowaga	ٹھہراؤ
piły	کہاوت
piły	مقولہ
piły	کہاوت
piły	مثل
piły	مقولہ
śmigła	چرخی
śmigła	دھکیلنے
osobliwości	مفرد
osobliwości	ندرت.
osobliwości	ایک
osobliwości	تنہا
nietoperze	باؤلا.
spalenie	کھلا
spalenie	شدید
spalenie	نہایت
spalenie	ظاہر
środy	بدھ
krawiec	خیّاط.
krawiec	درزی
krawiec	خیّاط.
trudność	دُشواری
gorąca	مشتاقانہ.
gorąca	برانگیختہ
gorąca	ُپرجوش
gorąca	ضرب
gorąca	جذباتی.
gorąca	سرگرم
gorąca	درشتی
gorąca	گرمانا.
gorąca	سختی
niezwykła	ممتاز
niezwykła	نرالا.
niezwykła	انوکھا
niezwykła	امتیازی.
niezwykła	استثنائی
niezwykła	غیرمعمولی
blaze	روشن
blaze	شعلہ
blaze	بھونری.
blaze	تابناک
blaze	تابندہ
widocznie	بظاہر
monarchia	شاہی.
monarchia	بادشاہت
tania	معمولی
tania	کمتر
tania	ادنیٰ
tania	معمولی
tania	کمتر
tania	ادنیٰ
tania	گھٹیا
gumy	رفالہ.
gumy	برج
gumy	وسٹ
gumy	کریکٹ
gumy	چیپٹر.
gumy	لثہ.
gumy	چوئنگم.
ulubiony	پسندیدہ
satelitarnej	چھوٹا
satelitarnej	طفیلی
satelitarnej	مطیع
satelitarnej	ماتحت
satelitarnej	تابع
satelitarnej	مصاحب.
wykrycie	تفتیش
wykrycie	تاڑنے
wykrycie	سراغ
peer	ہمسر
peer	ڈیوک
peer	ارل
peer	گھورنا.
peer	مارکوئس
hun	اجڈ
hun	لٹیرا.
azot	نائٹروجن
błyszczące	چمکیلا
błyszczące	صاف
błyszczące	چمکیلا
błyszczące	جریدہ.
błyszczące	چکنا.
błyszczące	سجل
leader	سردار.
blask	دھیمی
blask	مٹتا
blask	ہلکی
blask	ظاہر
blask	تابناکی
blask	درخشندگی
blask	جوت
blask	روشن
blask	تمتماہٹ.
blask	جذبہ
blask	گرمانے
blask	جوش.
blask	روشن
blask	تمتماہٹ.
blask	تمتمانا
blask	جذبہ
blask	گرمانے
blask	جوش.
przydatność	افادیت
przydatność	سودمند.
przydatność	سراسرعملی
przydatność	افادیت
locus	محل
locus	حیّز
mutacja	تبدیلی
gładki	(نقشے
gładki	over
gładki	متوازن.
gładki	یکساں
gładki	یکسار
gładki	جھرّیوں
gładki	معتدل
gładki	down
gładki	دھچکے
gładki	چکنا.
gładki	مؤدب
gładki	(نقشے
gładki	over
gładki	متوازن.
gładki	یکساں
gładki	یکسار
gładki	جھرّیوں
gładki	معتدل
gładki	down
gładki	ہموار
gładki	دھچکے
gładki	چکنا.
gładki	مؤدب
widoczność	رویت
widoczność	دکھاؤ.
zaakceptować	عہدے
zaakceptować	ہنڈی
zaakceptować	(الف)(رائے
zaakceptować	چاہنا
zaakceptować	عہدے
zaakceptować	ہنڈی
zaakceptować	ماننا
zaakceptować	(الف)(رائے
zaakceptować	چاہنا
zakupy	دکان
zakupy	کارخانہ
zakupy	خریداہواسامان
plazmy	خون
unikalne	نادر
unikalne	انیق
unikalne	یکتا
unikalne	یگانہ
unikalne	نادر
dekadę	عشرہ.
dekadę	دہلہ
dekadę	دہائی
dekadę	عشرہ.
dekadę	دہلہ
charytatywne	خیراتی
charytatywne	سخی
oprzeć	روکنا.
oprzeć	مرغوب
oprzeć	مدافعت
bezpłatne	خالی
bezpłatne	ملاوٹ
bezpłatne	چھڑانا.
bezpłatne	گستاخ
skupienie	تقریب
skupienie	دلچسپی
akceptację	قبولیت
akceptację	(الف)ہنڈی
akceptację	ہامی
akceptację	رضامندی.
słone	کھاری
słone	جارحانہ.
słone	نمکین
słone	کٹیلا
słone	تیز
słone	تند
słone	ملیح
słone	شور
tabletki	تختہ
tabletki	قرص
tabletki	لوح.
wieloletnie	سوتا)
świadome	آگاہ.
świadome	مطلع
świadome	ہوشمند.
świadome	ہوشیار
świadome	چوکنّا
świadome	بالارادہ
świadome	(عمل
rozproszonych	طولانی
rozproszonych	(روشنی
rozproszonych	منفوذ
rozproszonych	منتشر
rozproszonych	(نثر
pianinie	کومل.
pianinie	مدّھم
push	گھسنا
push	جدوجہد.
push	بحران.
push	یلغار.
push	راندنا.
push	گھسنا
push	دھکیلنا
push	جدوجہد.
push	بحران.
push	یلغار.
push	راندنا.
dźwigni	بیرم.
dźwigni	out
dźwigni	جرثقیل.
porównaj	موازنہ
porównaj	مقابلہ
zawór	صمامہ
natal	پیدائشی
natal	خِلقی.
idealne	بالکل
idealne	سالم
idealne	نرا
idealne	کامل
idealne	ذہنی
rotacji	توارد
rotacji	چکّر.
rotacji	چرخ
asystentka	مددگار.
asystentka	ماتحت.
efektywne	لائق
efektywne	باکفایت
efektywne	نافذ
hamowanie	امتناع.
hamowanie	جھاڑی
hamowanie	سرخس
oliwa	پیٹرولیم.
oliwa	چکنائی
oliwa	پگھلانا
oliwa	پیٹرولیم.
oliwa	تیل
oliwa	چکنائی
oliwa	پگھلانا
oliwa	دُہن
harmony	اتفاق.
harmony	آہنگ
harmony	اتفاق.
konsola	پردے
uzależniony	عادی
uzależniony	رسیا
uzależniony	عادی
odpoczynek	آرام
odpoczynek	تفریح
odpoczynek	آرام
odpoczynek	ساکت
odpoczynek	تعطل
odpoczynek	کام
odpoczynek	on
odpoczynek	upon
odpoczynek	(بعدہ
odpoczynek	منحصر
odpoczynek	نیند
odpoczynek	محنت
odpoczynek	کمی.
odpoczynek	تفریح
odpoczynek	آرام
odpoczynek	شدّت
odpoczynek	تخفیف
odpoczynek	ڈھیل
odpoczynek	نرمی
odpoczynek	سکون.
odpoczynek	کمی
mardy	اداس
mardy	چڑچڑا
mardy	نخرہایا.
gnome	مَثل
gnome	کہن
gnome	حکمت
gnome	پند
gnome	کہاوت.
przesłuchań	جرِح
przesłuchań	سوال
przesłuchań	استفسار.
prezent	انعام
prezent	سوجھنا.
prezent	ملانا
prezent	(چیک
prezent	تحفہ
prezent	عطیہ
prezent	دکھانا.
prezent	حاضر.
prezent	پیشکش.
prezent	بخشنا.
prezent	دہش
prezent	عطیہ
prezent	تحفہ.
prezent	بخشنا.
prezent	دہش
prezent	عطیہ
prezent	داد
prezent	تحفہ.
korzystny	موزوں
korzystny	منظوری
korzystny	موافق
korzystny	مثبت
korzystny	مبارک
korzystny	متفق
korzystny	اقراری
korzystny	مفید
wyświetlanie	نمائش.
wyświetlanie	مقدمہ
wyświetlanie	نظارگی
wyświetlanie	نظرفریبی.
wyświetlanie	مظاہرہ.
wyświetlanie	تماشا.
wyświetlanie	نمائش
wyświetlanie	دکھاوا
skórka	چھیلنا
przywództwa	پہل
przywództwa	قیادت
hodowlane	تولید
hodowlane	چلن
hodowlane	(حیوانات
hodowlane	رویہ
plama	رنگنے
plama	عیب
plama	روغن
plama	(شہرت
plama	رنگنے
plama	داغ
plama	دھبّا
plama	عیب
plama	روغن
plama	(شہرت
zapomnienia	نسیان
zapomnienia	درگزر.
zapomnienia	معافی
shine	روشن
shine	تابناکی.
shine	روشنی
shine	جودت
shine	(سورج
shine	روشن
shine	تابناکی.
shine	تابانی
shine	روشنی
shine	چمک
shine	چمکنا
shine	جودت
shine	(سورج
rycerskiej	ساونتی
emocjonalne	جذباتی
odrzucić	رد
odrzucić	ترک
odrzucić	بھلانا
odrzucić	بکھرنا
odrzucić	جاؤ!.
odrzucić	رخصت
odrzucić	فارغ
odrzucić	توڑنا
odrzucić	ردکرنا
odrzucić	ماننے
odrzucić	جنگ
odrzucić	کمزوری
odrzucić	کمزور
odrzucić	زندگی
odrzucić	ارزانی
odrzucić	گرنا
odrzucić	بگڑنا
odrzucić	بگاڑ.
odrzucić	خرابی
odrzucić	(اسم
odrzucić	(دن
odrzucić	پھسلنا
tkanka	نسیج
geometria	ترتیب.
geometria	اقلیدس
geometria	جیومیٹری.
geometria	خطوط
geometria	(ڈیزائن
geometria	ہموار
geometria	نقشے
niepotrzebny	فضولیات.
podczaszy	ساقی
płaszczyzna	اُبھرنا
płaszczyzna	ڈالنا
płaszczyzna	علم
czechosłowacka	چیکوسلوواکیہ
