ve	та
altı	шестеро
final	фінал
final	фінал
final	остаточний
final	final
forma	форма
forma	джерсі
dizi	серія
dizi	серії
dizi	ряд
dizi	ряди
dizi	масиву
dizi	масив
dizi	масиві
dizi	послідовності
dizi	послідовність
şeklinde	формує
gerekli	необхідно
gerekli	необхідні
gerekli	необхідним
gerekli	essentials
gerekli	потрібен
gerekli	необхідні
gerekli	необхідне
gerekli	необхідний
gerekli	необхідних
gerekli	необхідного
gerekli	необхідний
iklim	клімат
ayrı	відокремлених
ayrı	розійшлися
ayrı	розділені
ayrı	окреме
ayrı	відокремити
ayrı	apart
ayrı	окрім
veri	дані
veri	data
şampiyonası	чемпіонський
şampiyonası	чемпіонат
yerleşim	житловий
yerleşim	житлових
yerleşim	поселення
yerleşim	компонування
yerleşim	розкладка
kariyeri	кар
adet	строк
adet	період
yaz	записати
yaz	напишіть
yaz	пишіть
yaz	виписати
yaz	написати
yaz	літо
kuvvetleri	сил
kuvvetleri	сили
kuvvetleri	військах
tespit	виявлення
tespit	виявлені
tespit	виявлено
tespit	виявляти
tespit	виявити
tespit	виявлення
göz	навігація
göz	перегляд
göz	переглянути
göz	пошукати
göz	очі
göz	очей
göz	очам
göz	eye
göz	око
mö	му
televizyon	телебачення
galatasaray	ліверпуль
sezonu	season
sezonu	сезон
sezonu	сезону
yayın	трансляція
yayın	публікацію
yayın	публікація
yayın	видавництво
yayın	оприлюднення
yayın	публікацією
yayın	публікація
yayın	публікування
durum	стан
durum	статус
durum	стану
durum	статусі
durum	ситуацію
durum	ситуація
durum	становище
durum	ситуації
durum	умова
yıldız	зоряна
yıldız	зірочки
yıldız	зірочка
yıldız	зоря
yıldız	зірочки
yıldız	зоряні
yıldız	зірка
yıldız	зірки
gelenek	традиції
gelenek	традиція
gelenek	традиції
nasıl	як
idi	іді
tip	типу
tip	тип
city	місто
mücadele	бійцівський
mücadele	боротьба
mücadele	боротьбі
mücadele	боротись
mücadele	бойовий
mücadele	бійка
mücadele	бій
mücadele	бійка
mücadele	fight
mücadele	боротьба
mücadele	боротьби
yeri	розміщення
yeri	місцезнаходження
yeri	локація
yeri	місце
yeri	розташування
yardımcı	помічники
yardımcı	помічника
yardımcı	помічник
yardımcı	депутат
yardımcı	заступник
yıllık	щорічно
yıllık	річну
yıllık	річна
yıllık	щороку
yıllık	річні
yıllık	річний
kız	сестрички
kız	сестри
kız	дівчинка
kız	дівча
kız	дівчина
kız	дівчину
kız	гал
cumhuriyet	співдружності
cumhuriyet	республіканська
cumhuriyet	республіка
bağımsız	indie
bağımsız	самостійна
bağımsız	незалежні
bağımsız	незалежна
bağımsız	незалежний
bağımsız	незалежне
bunlar	ці
bunlar	ті
bunlar	тих
bunlar	тими
yanlış	неправильна
yanlış	невірно
yanlış	неправильний
yanlış	неправильне
yanlış	неправильна
yanlış	неправильно
yanlış	неправильний
yanlış	false
al	візьму
al	бери
al	візьми
al	взяти
al	отримати
al	get
kurulu	дошки
kurulu	правління
kurulu	дошка
kurulu	настільні
kurulu	встановлені
kurulu	встановлено
kurulu	встановлений
msj	msg
gerçek	реал
gerçek	справжня
gerçek	справжні
gerçek	реальний
gerçek	справжній
gerçek	істина
gerçek	правда
gerçek	факт
gerçek	істина
ses	sound
ses	звук
ses	голос
ses	голосом
ses	голосу
ses	аудіо
ses	audio
ses	шум
ses	гучність
david	давід
david	девід
david	давид
rock	rockin
rock	скеля
rock	рок
rock	кручі
rock	rock
milli	національна
milli	націонал
milli	національне
milli	національний
milli	національні
milli	мілі
kitap	книжка
kitap	книжечки
kitap	книга
kitap	книги
kitap	книжки
kitap	книг
kitap	книги
uefa	уєфа
temsil	представлення
temsil	представляють
temsil	представляти
temsil	представництва
temsil	представлення
ten	оболонка
ten	шкіра
ten	шкіри
world	світовий
world	світ
world	світе
world	world
ödülleri	винагороди
ödülleri	нагороди
ödülleri	призи
saat	годинники
saat	зацікавленість
saat	спостерігає
saat	година
saat	години
saat	годину
saat	годинник
güneş	нд
güneş	сонця
güneş	сонцю
güneş	sun
güneş	сонце
güneş	сонце
güneş	сонечка
güneş	сонячний
güneş	сонячне
güneş	сонячні
güneş	сонячна
yazarı	автор
yazarı	автора
yazarı	автором
san	сан
haline	стануть
haline	стати
haline	стають
kaldı	залишилося
kaldı	залишилось
kaldı	лишилось
kaldı	зупинилась
kaldı	залишився
iii	ііі
iii	iii
bakanı	міністр
bakanı	міністру
geçti	пройшов
geçti	пройдено
geçti	передано
geçti	перейшов
geçti	минули
modern	сучасні
modern	сучасно
modern	сучасний
modern	сучасне
siyasi	політичний
siyasi	політичне
siyasi	політична
siyasi	політичні
benzer	схожі
benzer	подібні
benzer	подібна
benzer	подібний
krallık	царство
krallık	kingdom
krallık	королівство
doğal	натуральний
doğal	натуральна
doğal	натуральні
doğal	природний
doğal	природні
inşa	будівля
inşa	будівництво
inşa	будуємо
inşa	будівельні
inşa	будівлі
inşa	зібрати
inşa	збирання
inşa	побудувати
inşa	будувати
inşa	побудувати
inşa	побудовано
inşa	побудували
inşa	зібрано
doğdu	народження
doğdu	народився
doğdu	борн
doğdu	народилась
doğdu	народилася
yeterli	адекватна
yeterli	оснащені
yeterli	достатню
yeterli	достатньо
ortak	партнери
ortak	партнер
ortak	напарник
ortak	партнерські
michael	михайло
michael	майкл
michael	michael
michael	михаїл
londra	лондонський
londra	london
londra	лондон
türü	жанр
türü	типу
türü	тип
başkanlığı	президія
