年	рік
分鐘	хвилини
分鐘	хвилини
分鐘	хвилина
松	сосна
發	шерсть
發	волосся
政策	правила
政策	політики
政策	policy
政策	політика
政策	політикою
政策	політики
政策	правила
銀	срібла
銀	срібло
銀	silver
銀	срібний
日期	дату
日期	дата
日期	датою
日期	дати
單曲	розряд
普通	звичайну
普通	незвично
普通	звичайні
男子	чоловіки
共和國	республіка
理由	причини
理由	причина
理由	привід
南京	нанкін
交流	обмін
交流	бірж
總統	президент
總統	президенти
公分	сантиметри
標準	критерії
標準	критерій
標準	стандартів
標準	стандартами
標準	стандартам
標準	стандарти
標準	критерій
標準	стандартний
標準	стандарт
標準	стандартна
標準	стандартне
排名	рейтинг
排名	рейтингу
排名	рейтинги
排名	оцінки
排名	звання
排名	вартості
表	стіл
表	столик
表	таблиця
表	таблиці
韓國	корейська
韓國	корея
韓國	кореї
行動	бойовики
行動	дії
行動	дія
行動	дія
行動	операція
行動	дії
博士	лікар
博士	лікаря
博士	доктор
博士	лікарю
立法	законодавства
立法	законодавство
尾	хвіст
尾	хвости
熱帶	тропічний
熱帶	тропічні
熱帶	тропіках
議員	сенатор
議員	конгресмен
漫畫	comics
漫畫	комікси
漫畫	комікс
漫畫	каплиці
漫畫	comic
漫畫	комікс
漫畫	манга
漫畫	мультик
漫畫	мультфільмів
短	short
短	короткий
短	коротка
短	скорочено
短	коротке
短	короткі
坑	виставляє
坑	глибині
坑	ямі
大型	великі
大型	великих
凱	кай
凱	кей
生物	біологічних
生物	біологічна
生物	біологія
生物	біології
生物	істоти
生物	створіння
生物	організми
生物	істота
生物	створіння
城鎮	містечко
城鎮	місто
城鎮	містами
春	весняна
春	весна
春	весняний
春	весняні
海軍	вмс
海軍	флот
海軍	морська
公路	доріг
公路	дороги
公路	доріг
公路	дорожні
公路	дорога
公路	шосе
冠	корону
冠	корона
冠	корони
作家	writer
作家	письменник
作家	письменники
作家	письменників
空	порожнім
空	порожнє
空	порожня
空	порожні
空	порожній
雪	сніг
牛	корова
牛	порода
牛	корова
牛	бик
牛	бул
牛	бика
牛	булл
火	fire
火	вогнем
火	вогонь
火	пожежа
攻擊	приступ
攻擊	атакує
攻擊	напади
攻擊	атаки
攻擊	наступ
攻擊	напад
攻擊	атака
攻擊	атаки
攻擊	десант
攻擊	напад
值	значення
值	цінності
值	значення
值	вартість
十二	дванадцять
