और	and
शाखा	branches
शाखा	branch
इत्यादि	etc
प्रतीक	symbols
प्रतीक	symbol
प्रतीक	icon
प्रतीक	emblems
प्रतीक	icons
संदर्भ	references
संदर्भ	ref
संदर्भ	reference
संदर्भ	context
आयोजन	organizing
करीब	close
चक्र	wheel
चक्र	chakra
चक्र	cycles
चक्र	cycle
प्राथमिक	primary
प्राथमिक	preliminary
गुण	attribute
गुण	property
गुण	properties
गुण	attributes
ग्रह	planet
ग्रह	planets
महल	mahal
महल	fortresses
महल	palace
सिद्ध	proven
सिद्ध	siddha
निधन	death
निधन	demise
भूषण	bhushan
बराबर	equally
बराबर	equals
बराबर	equal
मिनट	mins
मिनट	minutes
मिनट	minute
मिनट	min
फिल्मों	movies
व्यवसाय	businesses
व्यवसाय	profession
व्यवसाय	business
बनाई	recreated
संरक्षण	conservation
संरक्षण	preservation
संरक्षण	protection
शो	show
प्रस्ताव	proposal
प्रस्ताव	proposals
प्रस्ताव	offer
रिपोर्ट	report
रिपोर्ट	reports
अंग	organ
हिस्से	part
हिस्से	fraction
मुस्लिम	muslim
रिकॉर्ड	record
रिकॉर्ड	records
सरल	simple
धातु	metal
धातु	metals
परिषद	council
परिषद	confederation
शारीरिक	physical
शारीरिक	somatic
संघर्ष	antagonism
संघर्ष	struggle
संघर्ष	conflict
तकनीक	tech
तकनीक	technique
तकनीक	technology
तकनीक	techniques
फल	fruit
फल	fruits
कैसे	how
प्रकट	reveal
कार्बनिक	organic
शाह	shah
विवरण	description
विवरण	details
विवरण	detail
शादी	marriage
शादी	wedding
उप	sub
पात्र	container
वेब	web
संसद	parliament
सन्दर्भ	references
सन्दर्भ	reference
सन्दर्भ	context
चेन्नई	chennai
परमाणु	nuclear
परमाणु	molecule
परमाणु	atomic
परमाणु	atom
आक्रमण	invasion
आक्रमण	attack
कार	car
कार	cars
केरल	kerala
जांच	probe
जांच	examine
जांच	investigation
जांच	test
पत्थर	stone
आठ	eight
विषयों	topics
टेनिस	tennis
पारंपरिक	traditional
अकादमी	academy
सतह	surface
देव	dev
देव	deo
आचार्य	acharya
युक्त	ukraine
अभियान	campaigns
अभियान	campaign
घोषित	declared
घोषित	declare
घोषित	announced
लिखी	written
सिस्टम	system
सिस्टम	systems
किनारे	corners
किनारे	edges
किनारे	edge
कार्बन	carbon
प्रतिक्रिया	reaction
प्रतिक्रिया	feedback
प्रतिक्रिया	react
प्रतिक्रिया	reactive
प्रतिक्रिया	response
गणित	maths
गणित	mathematics
गणित	mathematician
गणित	arithmetic
गणित	math
मौत	death
विवाद	controversy
विवाद	disputes
विवाद	dispute
अली	ali
ग्रहण	eclipse
तकनीकी	technical
माँ	moms
माँ	maa
माँ	mom
माँ	mother
विष्णु	vishnu
मैदान	plains
मैदान	plain
मैदान	terrain
मैदान	ground
विमान	aviation
विमान	aircraft
विमान	vimana
विमान	airplane
औरंगाबाद	aurangabad
सक्षम	enabled
सक्षम	capable
वातावरण	environment
वातावरण	atmosphere
लागत	cost
लागत	costs
सीधे	straight
सीधे	directly
प्रेस	press
रोमन	roman
मील	mile
मील	miles
लोकसभा	parliament
अज्ञात	unknown
अज्ञात	anonymous
रेखा	line
रेखा	rekha
पार	cross
लेखन	writings
लेखन	writing
सेंट	cents
बोली	bid
बोली	bids
नष्ट	destroyed
नष्ट	destroys
नष्ट	destroy
परंपरा	tradition
राशि	amount
दृष्टिकोण	approach
भाव	emotions
भाव	gesture
भाव	sense
हवा	breeze
हवा	wind
पाठ	text
पाठ	recitation
वैदिक	vedic
गठन	frames
गठन	frame
गठन	formation
नागरिक	civic
नागरिक	citizen
अस्तित्व	existence
अस्तित्व	survival
अस्तित्व	existential
गंभीर	serious
गंभीर	critical
समझ	understand
समझ	understanding
किस	kiss
प्रशासन	administration
आदेश	mandate
आदेश	injunction
आदेश	order
आदेश	orders
सैन्य	military
अंदर	inside
अंदर	indoor
छह	six
ग्रन्थ	texts
भाषाएँ	languages
भुगतान	payment
भुगतान	payments
उनसे	them
ध्वनि	sound
ध्वनि	sounds
निवास	residence
निवास	residences
अरबी	arabic
हत्या	assassination
हत्या	murder
हत्या	killing
हत्या	slay
दिखाया	shown
दिखाया	showed
पवित्र	holy
पवित्र	sacred
विभाजित	divided
विभाजित	split
इकाई	units
इकाई	unit
अम्ल	acid
आए	came
प्रबंधक	manager
प्रबंधक	managers
वही	same
संग्रहालय	museums
संग्रहालय	museum
जीता	wins
जीता	won
मुद्रा	currency
मुद्रा	pose
मुद्रा	money
मतलब	means
