から	از
政治家	سیاستمدار
メディア	رسانه
メディア	متوسط
図書館	کتابخانه
ただ	فقط
外国	خارجه
外国	خارجی
艦隊	ناوگان
支配	تسلط
支配	حکمرانی
強い	قوی
継承	جانشینی
継承	ارث
バージョン	نسخۀ
バージョン	نسخه
ポイント	نقاط
ポイント	امتیاز
ポイント	نکته
ポイント	نقطه
ポイント	پوینت
旅客	سرنشین
旅客	مسافر
方針	سیاست
方針	سیاستهای
執筆	نویسندگی
執筆	نوشتن
タイム	زمان
タイム	تایم
タイム	time
年頃	circa
基準	استانداردها
基準	استانداردهای
基準	استاندارد
基準	معیار
基準	معیارهای
化学	شیمیایی
化学	chemistry
化学	شیمی
接続	اتصالات
接続	ارتباطات
接続	ارتباط
接続	اتصال
接続	اتصال
接続	وصل
接続	اتصال
接続	متصل
勝ち	برنده
勝ち	پیروز
勝ち	برد
メーカー	صورتگر
メーカー	سازنده
メーカー	سازنده
障害	ناتوانی
障害	معلولیت
障害	افتادگی
障害	معلول
小林	کوبایاشی
ブル	بول
ホテル	هتل
ホテル	هتلهای
ホテル	هتلها
仕様	مشخصات
仕様	مشخصاتی
仕様	مشخصاتش
仕様	مشخصات
将軍	عمومی
将軍	ژنرال
将軍	جنرال
奈良	نارا
ビデオ	ویدیویی
ビデオ	ویدئویی
ビデオ	ویدیوی
ビデオ	ویدئو
ビデオ	ویدیو
ビデオ	ویدئوی
富山	تویاما
分割	پاشیده
分割	شکافتن
商業	بازرگانی
商業	تجارت
商業	الاهلی
商業	تجاری
殺人	قتل
スタイル	استایلز
スタイル	سبکهای
スタイル	سبک
リング	حلقه
リング	رینگ
リング	انگشتر
リング	حلقه
報告	گزارش
報告	گزارشها
マーク	مارک
宣言	اعلام
宣言	اعلان
キング	پادشاه
キング	کینگ
キング	شاه
拡大	وسعت
伊藤	ایتو
ハイ	والا
ハイ	رفیع
ハイ	بلند
ベル	بل
ベル	ناقوس
ベル	زنگ
ベル	بل
提出	تسلیم
提出	تسلیمی
提出	تسلیم
入学	ورودی
入学	مدهوش
入学	پذیرش
フォン	فونی
支持	پشتیبان
支持	پشتیبانی
支持	حمایت
復活	رستاخیز
地震	زلزله
博物館	موزه
週間	هفته
週間	هفتۀ
週間	هفته
週間	هفتگی
機構	مکانیسم
機構	مکانیزم
定義	تعریف
定義	تعریف
定義	تعاریف
天皇	امپراتور
天皇	امپراطور
日本人	ژاپنی
直接	مستقیما
直接	مستقیماً
投手	پارچ
カナダ	کانادا
カナダ	کانادایی
カナダ	کانادا
性格	شخصیت
性格	نویسه
性格	شخصیت
性格	شخصیتی
ユニット	واحدها
ユニット	یگان
ユニット	یکای
ユニット	واحد
ユニット	یکا
ピアノ	piano
ピアノ	پیانوی
ピアノ	پیانو
良い	خوبی
良い	good
良い	خوب
良い	خوبش
即時	فوری
近い	نزدیکتر
レベル	سطح
レベル	سطوح
レベル	تراز
レベル	لول
レベル	سطح
三重	میه
政権	رژیم
達成	دستاوردهای
達成	کامیابی
見る	see
見る	دیدن
見る	نما
見る	نمای
空間	فضای
空間	فضا
空間	فضایی
空間	فاصله
規定	آذوقه
同一	همسان
同一	منطبق
ライト	سبک
ライト	روشنایی
ライト	نور
ライト	روشن
ライト	نوری
ライト	رایت
ライト	چراغها
ライト	چراغ
大分	اوئیتا
ブルー	کبود
ブルー	آبی
ブルー	بلو
流れ	جریان
宮城	میاگی
改造	دگرگونی
ガス	گس
ガス	گاز
作業	کار
作業	کاری
作業	کار
貨物	محموله
貨物	کالاهای
貨物	کالا
貨物	اجناس
貨物	کالاها
貨物	باربری
市場	مارکت
市場	بازار
市場	مارکیت
市場	بازاری
徳島	توکوشیما
通算	عمری
通算	عمره
サイズ	سایز
サイズ	اندازه
サイズ	ابعاد
サイズ	اندازۀ
サイズ	اندازه
翻訳	ترجمه
翻訳	translator
翻訳	مترجم
翻訳	ترجمه
翻訳	ترجمه
配置	کاریابی
配置	توافق
配置	تراز
配置	استقرار
新宿	شینجوکو
コード	کد
そこ	آنجا
安全	ایمن
安全	امان
安全	امن
安全	سلامت
安全	امن
安全	امنیت
安全	ایمنی
番目	دوم
番目	ثانیه
番目	دومی
番目	سومین
番目	سومی
番目	سوم
被害	صدمه
被害	آسیب
商品	کالاهای
商品	کالا
商品	اجناس
商品	کالاها
商品	محصولاتی
商品	محصولات
商品	کالایی
商品	کالا
宮崎	میازاکی
詳細	مفصل
詳細	جزئیات
備考	یادداشتها
備考	یادداشتهای
備考	نوت
単位	واحدها
単位	یگان
単位	یکای
単位	واحد
単位	یکا
加藤	کاتو
渡辺	واتانابه
機械	ماشینی
機械	ماشین
機械	دستگاه
機械	دستگاهها
機械	ماشینها
マイ	mai
マイ	مای
地元	محلی
地元	محلی
出版社	ناشر
これら	اینها
これら	اینا
革命	انقلابی
革命	انقلاب
増加	افزایش
増加	افزایش
増加	افزایشی
軌道	مدار
農業	کشاورزی
農業	زراعتی
農業	کشاورزی
農業	زراعت
農業	کشاورزی
北部	شمالی
北部	شمال
条約	معاهدات
条約	عهدنامه
条約	معاهده
条約	پیمان
理論	نظریه
理論	تئوری
理論	فرضیه
理論	نظریات
理論	نظریه
オーストラリア	استرالیایی
オーストラリア	استرالیا
欧州	اروپای
欧州	اروپا
成長	رشد
成長	رشد
賛成	موافقت
賛成	موافق
賛成	موافقم
生物	زیستی
生物	ارگانیسم
生物	ارگانیزم
理解	عقل
戦士	مبارز
戦士	سلحشور
戦士	جنگجوی
戦士	جنگجویان
ジャンル	ژانر
実験	آزمایش
出力	خروجی
師団	تقسیم
師団	واحد
主催	میزبانی
主催	میزبان
茨城	ایباراکی
統一	همبستگی
統一	وحدت
統一	اتحاد
統一	یگانگی
料理	غذایی
料理	خوراک
料理	غذا
料理	آشپزی
料理	پختن
料理	پخت
料理	آشپزی
ブランド	براند
ブランド	برند
首都	پایتخت
首都	سرمایه
報道	نگاری
報道	خبرنگاری
昇格	سازی
山形	یاماگاتا
破壊	شکستگی
破壊	تخریب
破壊	هلاکت
破壊	نابودی
破壊	خرابی
破壊	ویرانی
スタジアム	ورزشگاه
停止	توقف
土地	اراضی
土地	سرزمینهای
土地	سرزمین
土地	خشکی
土地	land
土地	سرزمین
解散	انحلال
解散	عزل
捜査	تحقیق
捜査	تحقیقات
兄弟	برادر
兄弟	داداش
兄弟	برادرهای
兄弟	برادران
兄弟	برادرها
戦隊	اسکادران
メジャー	عمده
メジャー	ماژور
メジャー	سرگرد
イメージ	تصاویر
イメージ	تصویر
イメージ	نگاره
違い	تفاوت
違い	تفاوتهای
違い	تفاوتها
違い	اختلاف
違い	تفاوت
違い	فرق
軍事	ارتش
軍事	نظامی
軍事	ارتشی
ハン	هان
カラー	رنگ
カラー	رنگها
カラー	رنگها
カラー	رنگ
カラー	رنگهای
カラー	رنگها
チャンネル	کانالها
チャンネル	کانالهای
チャンネル	کانال
チャンネル	مجرا
チャンネル	مجرای
チャンネル	چنل
チャンネル	channel
ドラフト	حواله
ドラフト	پیشنویس
ドラフト	درفت
川崎	کاوازاکی
西部	وست
西部	باختر
西部	غرب
西部	غربی
オランダ	هلند
オランダ	هالند
オランダ	هلند
セット	تنظیم
動物	جانوران
動物	حیوانات
動物	حیوانی
動物	حیوانات
動物	جانوران
動物	حیوان
住民	مقیم
住民	ساکن
住民	رزیدنت
住民	اقامت
住民	ساکنین
住民	یاران
民族	قومی
民族	نژادی
資本	پایتخت
資本	سرمایه
福井	فوکوئی
あなた	تو
あなた	شما
選択	گزینش
選択	انتخاب
選択	انتخاب
選択	انتخاب
選択	برگزیدن
ジョージ	جرج
ジョージ	گئورگ
ジョージ	جورج
失敗	شکست
失敗	مردود
失敗	شکست
失敗	نارسایی
失敗	خرابی
失敗	خرابی
標準	استاندارد
ワン	یکی
ワン	یگانه
ワン	یک
清水	شیمیزو
購入	خریدار
購入	خرید
購入	خریداری
購入	بخرم
購入	خرید
購入	بخرید
購入	خریدار
購入	خریدن
購入	خرید
ライ	رای
タレント	استعداد
タレント	استعدادها
タレント	استعداد
タレント	ذکاوت
タレント	استعدادها
リア	لیر
リア	لیا
階級	درجات
階級	صف
階級	رده
階級	ردۀ
階級	کلاس
階級	طبقاتی
階級	class
階級	کلاسی
レッド	رد
レッド	قرمز
レッド	سرخ
市長	شهردار
コーチ	coaches
コーチ	coach
コーチ	دلیجان
コーチ	مربیگری
コーチ	مربی
建物	ساختن
建物	ساختمانی
建物	ساختمان
建物	ساختمانهای
建物	ساختمانها
ジュニア	جونیور
候補	کاندید
候補	نامزد
候補	کاندیدای
朝鮮	کره
自動	خودکار
自動	اتوماتیک
自動	خودکار
モード	حالت
モード	حالتهای
皇帝	امپراتور
皇帝	امپراطور
認定	certified
分離	جداسازی
分離	جدایی
分離	تفکیک
分離	فراق
挑戦	چالش
挑戦	چالش
改革	اصلاح
改革	اصلاحات
集団	گروهبندی
集団	گروپ
集団	گروه
魔法	جادویی
魔法	جادو
魔法	سحر
魔法	جادوی
修正	اصلاح
修正	رفع
継続	ادامه
地下鉄	زیرزمینی
地下鉄	زیرزمین
地下鉄	مترو
地下鉄	متروی
地下鉄	مترو
地下鉄	متروی
井上	اینوئه
ブログ	بلاگ
ブログ	وبلاگ
部屋	اتاق
部屋	اتاقی
部屋	اطاق
部屋	اتاقها
部屋	اتاقهای
部屋	اتاق
既に	قبلا
トラック	شیار
トラック	کامیونی
トラック	کامیون
トラック	کامیونت
トラック	وانت
トラック	کامیونها
東部	شرق
東部	شرقی
東部	شرق
東部	شرقی
美術館	موزه
合計	مجموع
合計	مبلغ
合計	مجموع
合計	کلا
合計	کل
合計	اصل
貢献	سهم
古代	کهن
古代	باستانی
古代	باستان
エンディング	پایان
エンディング	اختتامیه
エンディング	پایانی
エンディング	نتیجه
ユーザー	کاربر
ユーザー	کاربران
バン	وان
バン	فان
バン	ون
バン	وَن
父親	پدران
父親	پدرها
父親	پدری
父親	پدر
バック	باک
批判	انتقاد
批判	نقد
批判	انتقادات
原因	علت
原因	دلیل
原因	cause
植物	گیاهان
植物	گیاهی
植物	نیروگاه
植物	پلنت
植物	گیاه
ショー	شا
ショー	شاو
ショー	نمایش
ボーカル	آوازی
コミック	کمیک
コミック	کمدی
コミック	کمیک
コミック	مصور
毎週	هفتگی
エネルギー	انرژی
ルール	قواعد
ルール	قوانین
ルール	قاعده
ルール	قانون
未来	اینده
未来	future
未来	آینده
移行	هجرت
移行	مهاجرت
移行	وطن
移行	مهاجرت
ユース	جوانی
ユース	جوانان
三菱	میتسوبیشی
週刊	هفتگی
まだ	همچنان
まだ	هنوزم
まだ	هنوز
ダイ	دای
処理	پردازش
処理	پردازی
年齢	عصر
年齢	age
年齢	سنی
年齢	سن
エリア	الیا
エリア	منطقه
エリア	مساحت
エリア	ناحیه
形態	شکلهای
ポーランド	لهستان
シン	shin
シン	گناه
シン	sin
シン	گناهی
作曲家	مؤلف
作曲家	composer
作曲家	آهنگساز
精神	روحی
精神	اسپریت
精神	روح
日付	تاریخ
日付	تاریخهای
スタート	شروع
スタート	آغاز
範囲	دامنه
範囲	گستره
範囲	گسترۀ
自治体	شهرهای
自治体	دهستانهای
宣伝	ترویج
宣伝	ارتقاء
宣伝	ترفیع
宣伝	تبلیغ
宣伝	ارتقای
宣伝	ارتقا
宣伝	ترویج
宣伝	ارتقاء
宣伝	ترفیع
宣伝	ارتقا
宣伝	تبلیغ
宣伝	ارتقا
宣伝	بوست
哲学	فلسفه
財団	پایه
財団	بنیاد
反応	واکنشی
反応	واکنش
教師	معلم
教師	معلمی
教師	teacher
教師	آموزگار
教師	اساتید
教師	معلم
教師	مدرس
宗教	مذهب
宗教	دین
武器	سلاح
武器	سلاح
住宅	مسکونی
住宅	مسکن
保存	ذخیره
保存	نجات
保存	ذخیره
保存	ذخیرۀ
岩手	ایواته
辞典	دیکشنری
機関車	محرکه
機関車	لوکوموتیو
緊急	فوری
緊急	فوریه
緊急	ضروری
緊急	اورژانسی
緊急	اضطراری
緊急	اورژانس
地下	زیرزمینی
地下	زیرزمین
地下	زیرزمین
連隊	هنگ
ウィキペディア	ویکیپدیا
ウィキペディア	ویکیپدیای
レン	الیکایی
ストーリー	داستان
ストーリー	داستانی
ストーリー	قصه
ストーリー	داستان
ストーリー	داستانها
ストーリー	روایت
太陽	آفتاب
太陽	خورشید
太陽	سون
太陽	سان
交換	معاوضه
交換	تبادل
交換	مبادله
保険	بیمه
制限	محدودیتهای
制限	محدودیتها
制限	محدودیت
制限	محدودیتهای
制限	محدودیتها
制限	محدودیت
