மற்றும்	और
கருத்து	फीडबैक
கருத்து	पुनर्भरण
கருத்து	प्रतिक्रिया
கருத்து	प्रसंग
கருத்து	थीम
காரணம்	कारण
காரணம்	ध्येय
காரணம்	निमित्त
காரணம்	कारण
தனி	प्राइवेट
தனி	निजी
தனி	जुदा
தனி	अलग
தனி	पृथक
அவருக்கு	उससे
அவருக்கு	उसको
அவருக்கு	उसे
நீண்ட	लंबी
நீண்ட	लंबा
நீண்ட	लम्बी
நீண்ட	long
பள்ளி	विद्यालय
பள்ளி	school
பள்ளி	स्कूल
மகன்	बेटा
மகன்	लाडला
மகன்	सोन
மகன்	पुत्र
மகன்	बेटे
சர்வதேச	अंतर्राष्ट्रीय
சர்வதேச	अन्तर्राष्ट्रीय
சர்வதேச	अंतरराष्ट्रीय
எல்லா	सभी
எல்லா	सब
பொருட்கள்	वस्तु
பொருட்கள்	ऑब्जेक्ट
பொருட்கள்	वस्तुएँ
பொருட்கள்	आइटम
பொருட்கள்	वस्तुएँ
பொருட்கள்	मद
பொருட்கள்	वस्तुएं
பொருட்கள்	उत्पाद
பொருட்கள்	आपूर्ति
பொருட்கள்	आपूर्तियाँ
மின்	विद्युत
மின்	इलेक्ट्रिक
என்றால்	मतलब
என்றால்	यानि
என்றால்	अर्थात्
ஏழு	सात
நடைபெற்ற	आयोजित
முன்னர்	पहले
முன்னர்	पहले
பொறியியல்	इंजीनियरी
பொறியியல்	इंजीनियरिंग
பொறியியல்	अभियान्त्रिकी
கா	गाव
கா	kha
கா	खा
அமைப்புகள்	संगठन
அமைப்புகள்	सेटिंग
அமைப்புகள்	सेटिंग्स
அமைப்புகள்	विन्यास
அமைப்புகள்	जमावट
மொழிகள்	भाषाएँ
மொழிகள்	भाषा
மொழிகள்	भाषाएं
அத்துடன்	भी
முழு	फुल
முழு	पूर्ण
முழு	पूरा
முதன்மை	उपर
முதன்மை	ऊपर
முதன்மை	टॉप
முதன்மை	शीर्ष
முதன்மை	प्राथमिक
முதன்மை	मुख्य
முதன்மை	मेन
முதன்மை	प्रमुख
மணி	mani
மணி	मनी
மணி	मणि
மணி	घंटा
மணி	बेल
மணி	घंटी
தொகுப்பு	पैकेज
தொகுப்பு	संग्रह
தொகுப்பு	कलेक्शन
தொகுப்பு	संग्रहण
தொகுப்பு	संरचना
தொகுப்பு	रचना
தொகுப்பு	संयोजन
தொலைவில்	दूर
தொலைவில்	दूर
மருத்துவ	चिकित्सीय
மருத்துவ	मेडिकल
மருத்துவ	चिकित्सा
வணிக	वाणिज्यिक
திருமணம்	निकाह
திருமணம்	विवाहित
திருமணம்	शादीशुदा
திருமணம்	शादी
திருமணம்	मैरिज
திருமணம்	विवाह
திருமணம்	शादी
திருமணம்	विवाह
நீங்கள்	आपको
நீங்கள்	आप
நீங்கள்	तुम
இயேசு	ईसा
இயேசு	यीशु
கருதப்படுகிறது	समझी
கருதப்படுகிறது	माना
நடித்த	अभिनीत
பொதுவான	कॉमन
பொதுவான	सामान्य
பொதுவான	आम
பொதுவான	सार्वजनिक
பொதுவான	जनता
பொதுவான	लोक
பொதுவான	पब्लिक
பொதுவான	जनरल
பொதுவான	साधारण
பொதுவான	सामान्य
சமயம்	मजहब
சமயம்	धर्म
சமயம்	समुदाय
சமயம்	जातियाँ
எதிராக	खिलाफ
எதிராக	विरुद्ध
எதிராக	विरूद्ध
காஞ்சிபுரம்	कांचीपुरम
ஸ்ரீ	shree
ஸ்ரீ	श्री
ஸ்ரீ	श्री
ஸ்ரீ	sree
ஸ்ரீ	shri
விட்டு	छोड़ें
விட்டு	छोड़
பக்கம்	पृष्ठ
பக்கம்	पेज
உள்ளிட்ட	डाला
அதிகம்	हाई
அதிகம்	आलीशान
அதிகம்	उच्च
