the	az
certain	bizonyos
hit	ütés
hit	találat
minutes	perc
minutes	jegyzőkönyv
minutes	percek
spain	spanyolország
plays	játszik
whole	egészben
whole	egész
joseph	joseph
joseph	józsef
web	web
web	háló
web	webes
operations	műveletek
operations	üzemeltetés
function	függvény
function	funkció
louis	louis
louis	lajos
assembly	közgyűlés
assembly	gyűlés
assembly	szerelvény
queen	királynő
queen	queen
queen	dáma
queen	királyné
security	biztonsági
security	biztonság
ohio	ohio
jan	jan
operation	operáció
operation	művelet
operation	működés
operation	üzemeltetés
call	hívás
call	hívd
successful	sikeres
successful	sikeresen
legal	jogi
legal	legális
legal	törvényes
russia	oroszország
prince	herceg
prince	prince
jewish	zsidó
jewish	zsidók
staff	alkalmazottak
staff	személyzet
staff	munkatársak
establishments	létesítmények
goal	gól
goal	cél
towards	felé
agree	egyetértek
bad	bad
bad	rosz
bad	rossz
attendance	részvétel
attendance	jelenlét
populated	lakott
nature	jelleg
nature	természet
allowed	engedélyezett
allowed	engedélyezve
allowed	megengedett
captain	kapitány
mount	mount
mount	hegy
calculated	számított
calculated	kiszámított
structures	struktúrák
structures	szerkezetek
hard	nehéz
hard	kemény
saying	mondás
manager	menedzser
manager	vezető
manager	kezelő
manager	igazgató
earlier	korábban
earlier	korábbi
elections	választások
meet	találkozni
meet	találkozó
box	box
box	rovat
box	láda
box	doboz
lines	vonalak
lines	sorok
democratic	demokratikus
democratic	demokrata
success	sikeres
success	siker
associated	kapcsolódó
associated	társult
singles	egyéni
traditional	hagyományos
traditional	tradicionális
rest	pihenés
rest	többi
rest	pihenő
highway	főút
highway	országút
highway	autópálya
matter	számít
particularly	különösen
wide	széles
month	hónap
month	hónapja
care	gondoskodás
care	érdekel
admin	admin
admin	adminisztrátor
cultural	kulturális
commission	bizottság
commission	jutalék
commission	jutalékot
plan	terv
practice	gyakorlás
practice	edzés
practice	gyakorlat
command	parancsnokság
command	parancs
nomination	jelölés
nomination	jelölést
jersey	jersey
parties	bulik
parties	pártok
parties	felek
parties	partik
michigan	michigan
anyone	bárkinek
anyone	valaki
anyone	bárkit
anyone	bárki
overlaps	átfedések
approximately	megközelítőleg
approximately	hozzávetőleg
approximately	körülbelül
master	mester
noted	megjegyzendő
noted	megjegyeztem
usa	usa
feature	funkció
engine	hajtómű
engine	motor
response	reagálás
response	reakció
response	válasz
needed	kellett
needed	szükséges
illinois	illinois
experience	élmény
experience	tapasztalat
experience	tapasztalatok
experience	tapasztalattal
engineering	mérnöki
silver	silver
silver	ezüst
separate	különálló
separate	elkülönített
separate	külön
takes	veszi
secretary	titkárnő
secretary	titkár
dutch	holland
dutch	dutch
lee	lee
recording	felvétel
recording	rögzítés
prime	fővezér
prime	prime
prime	elsődleges
rules	szabályok
rules	szabály
rules	szabályzat
uploaded	feltöltött
trying	próbálom
youth	fiatalok
youth	ifjúsági
youth	fiatalság
youth	ifjúság
scotland	skócia
iii	iii
houses	házak
houses	házakat
heart	szívem
heart	szívvel
heart	szív
room	terem
room	szoba
stone	kő
stone	stone
deal	üzlet
deal	egyezség
deal	alku
drama	dráma
drama	drama
scores	pontszám
dead	halott
dead	halottak
key	kulcsfontosságú
key	key
key	kulcs
shot	lőtt
shot	lelőtték
shot	lövés
turn	fordulj
occupation	foglalkozása
occupation	megszállás
occupation	foglalkozás
scottish	skót
executive	végrehajtó
executive	ügyvezető
plant	üzem
plant	növény
promoted	hirdetett
villages	falvak
languages	nyelveket
languages	nyelvek
languages	nyelveken
internet	interneten
internet	internet
feel	érezd
feel	érzem
covered	fedett
covered	lefedett
covered	fedezett
covered	borított
merge	egyesülni
mostly	leginkább
mostly	főleg
mostly	főként
mostly	többnyire
numerous	számos
ancient	ősi
ancient	ős
ancient	ókori
attempt	kísérlet
attempt	próbálkozás
property	ingatlan
property	tulajdon
property	ingatlanok
property	tulajdonság
programs	programok
picture	képet
picture	kép
picture	fénykép
finally	végre
ships	hajók
fiction	kitaláció
fiction	fikció
looking	néz
looking	keresem
secondary	középfokú
secondary	másodlagos
nations	nemzetek
majority	többségi
majority	többség
edward	edward
annual	éves
annual	évente
digital	digitális
mission	misszió
mission	feladat
mission	küldetés
lived	élt
lived	lakott
lived	éltem
claim	követelés
claim	állítás
claim	igény
seat	ülést
seat	ülés
bbc	bbc
profile	adatlap
profile	profil
dance	dance
dance	tánc
dance	táncolj
dance	táncolni
prize	díj
prize	jutalom
prize	nyeremény
doing	csinál
georgia	grúzia
georgia	georgia
port	kikötők
port	kikötő
port	port
castle	vár
castle	várban
castle	castle
castle	kastély
pass	passz
transport	közlekedés
transport	fuvarozás
transport	szállítás
transport	közlekedési
organizations	szervezetek
ratio	arány
recently	nemrégiben
recently	nemrég
recently	mostanában
fall	esés
fall	őszi
fall	zuhanás
fall	ősszel
fall	ősz
global	globális
global	global
era	korszak
wing	szárnyat
wing	szárnya
wing	wing
wing	szárny
opinion	vélemény
opinion	véleményt
opinion	vélemények
commander	parancsnok
fort	erőd
fort	fort
effect	hatása
effect	hatás
effect	effektus
opening	megnyitás
opening	nyitás
opening	megnyitó
opening	nyitó
opening	nyílás
purpose	cél
winter	tél
winter	téli
winter	télen
congress	kongresszus
activities	tevékenységei
activities	tevékenységek
activities	tevékenység
met	találkozott
met	met
met	találkoztunk
met	találkoztam
income	jövedelem
income	bevétel
income	jövedelmek
income	bevételek
income	jövedelme
massachusetts	massachusetts
comes	jön
older	idősebbek
older	öregebb
older	idősebb
older	régebbi
peak	csúcs
lack	hiánya
lack	hiány
bass	bass
bass	basszus
super	super
super	szuper
complex	összetett
complex	komplex
academic	akadémiai
stars	csillagok
stars	sztárok
stars	csillag
accounts	számlák
accounts	fiókok
accounts	beszámoló
appearance	megjelenés
appearance	megjelenése
asian	ázsiai
asked	kérdezte
asked	kérdezett
asked	kérte
asked	kérdeztem
friends	barátokkal
friends	barátok
friends	barátaim
friends	ismerősök
financial	pénzügyi
entry	belépés
entry	belépő
entry	bejegyzés
asia	ázsiai
asia	ázsia
sense	érzék
sense	értelem
sense	értelme
actress	színésznő
map	térkép
map	térképet
intended	tervezett
intended	szándékolt
bishop	futó
bishop	bishop
bishop	püspök
boston	boston
boston	bostoni
boston	bostonban
rate	mérték
rate	kamatláb
rate	arány
literature	irodalom
forest	erdei
forest	erdő
forest	erdők
voice	hangja
voice	hang
jack	jack
justice	igazságszolgáltatás
justice	igazság
champion	bajnok
double	kettős
double	dupla
double	duplán
polish	lengyel
numbers	számok
columbia	kolumbia
columbia	columbia
temple	templom
temple	szentély
temple	temploma
temple	temple
defeated	legyőzte
defeated	legyőzött
administration	adminisztráció
administration	közigazgatás
administration	ügyintézés
administration	igazgatás
claims	állítások
claims	követelés
claims	követelések
claims	igények
jones	jones
parish	parish
israel	izraeli
israel	izrael
actors	szereplők
actors	színészek
sister	nővérem
nine	kilences
nine	kilenc
table	táblázat
table	asztali
table	tábla
table	asztal
pop	fater
pop	pop
newspaper	újság
friend	barát
friend	barátom
unknown	ismeretlenek
unknown	ismeretlen
winner	győztes
winner	nyertes
chart	diagram
initially	kezdetben
initially	eleinte
loss	veszteségek
loss	veszteség
sites	helyszínek
sites	oldalak
starting	kezdem
starting	kezdő
starting	kezdve
architecture	felépítés
architecture	építészet
relations	kapcsolatok
supported	támogatott
tracks	nyomok
tracks	nyomokat
tracks	sínek
contract	szerződéssel
contract	szerződés
face	arcát
face	arc
face	arca
directly	közvetlenül
spent	elköltött
spent	költött
spent	töltött
girl	kislány
girl	csaj
girl	lány
junior	junior
francisco	francisco
politics	politika
presented	bemutatott
mar	mar
volume	kötet
volume	térfogat
volume	mennyiség
volume	volumen
caused	előidézett
caused	okozta
caused	okozott
tom	tomi
tom	tom
flight	repülőút
flight	repülés
flight	járat
flight	repülési
candidate	tagjelölt
candidate	pályázó
candidate	jelölt
matches	gyufa
matches	egyezés
matches	egyezik
claimed	igényelt
claimed	állította
except	kivéve
oil	olaj
oil	kőolaj
oil	olajjal
oil	olajat
assistant	asszisztens
assistant	segéd
surface	felszín
surface	felület
surface	felszíni
regiment	ezred
stories	történetek
stories	történeteket
stories	mesék
stories	bejegyzések
represented	képviselt
represented	képviselte
speedy	fürge
weeks	hetekig
weeks	hetek
listing	jegyzékbe
allow	lehetővé
branch	branch
branch	ág
retired	visszavonult
retired	nyugdíjas
communities	közösségek
train	szerelvény
train	vonattal
train	vonaton
train	vonat
paper	papír
provides	nyújt
remains	megmarad
victoria	viktória
victoria	victoria
metal	metál
metal	metal
metal	fémek
metal	fém
wrong	rossz
wrong	helytelen
direct	közvetlen
direct	direct
direct	közvetlenül
direct	egyenes
frank	feri
frank	frank
miles	miles
miles	mérföld
blocked	letiltott
launched	elindított
launched	indított
mass	tömeges
mass	tömege
mass	mise
mass	tömeg
chairman	elnök
comedy	vígjáték
comedy	humor
comedy	komédia
relationship	kapcsolat
knowledge	tudás
knowledge	ismeretek
format	formátuma
format	formátum
creek	patak
creek	creek
meeting	gyűlés
meeting	találkozás
meeting	találkozó
meeting	megbeszélés
failed	elbukott
failed	sikertelen
officers	tisztek
draft	vázlat
draft	tervezetét
draft	huzat
draft	tervezet
goes	megy
fight	harc
fight	harcolni
figure	figura
figure	ábra
camp	camp
camp	tábor
ran	futott
ran	futottam
variety	fajta
owner	tulaj
owner	tulajdonos
owner	tulajdonosa
statistics	statisztika
statistics	statisztikák
raised	felemelt
raised	nevelt
raised	felvetett
raised	emelt
heavy	heavy
heavy	súlyos
heavy	nehéz
alexander	sándor
alexander	alexander
alone	egyedül
understand	értem
episodes	epizódjainak
episodes	epizódok
episodes	epizód
gives	ad
educational	oktatási
daily	naponta
daily	napi
williams	williams
latin	latin
latin	latinul
completely	teljesen
products	termékek
products	termék
products	termékeket
dark	sötét
religion	vallás
von	von
mind	elme
oppose	ellenzik
corps	hadtest
corps	alakulat
administrative	igazgatási
administrative	adminisztratív
cut	vágás
scott	scott
footballer	labdarúgó
footballer	focista
jean	jean
mayor	polgármester
pro	pro
pro	profi
beach	beach
beach	part
beach	tengerpart
beach	tengerparton
beach	strand
nearly	majdnem
leaving	elmegy
cast	öntött
cast	gipsz
territory	terület
territory	területe
write	írj
write	írni
write	írjon
towns	városok
forms	formák
forms	nyomtatvány
joe	joe
inside	belül
wanted	akartam
wanted	körözött
solid	tömör
solid	szilárd
individuals	magánszemélyek
individuals	egyének
authority	hatóság
projects	projektek
del	del
continue	folytasd
continue	folytatás
cost	költség
cost	költségek
drive	vezetni
drive	vezess
drive	meghajtó
notice	hirdetmény
notice	értesítés
notice	közlemény
notice	észre
johnson	johnson
forced	kényszer
forced	kényszerített
forced	erőltetett
looks	tűnik
reasons	okok
job	állás
job	meló
job	munka
photo	fényképek
photo	kép
photo	fénykép
photo	fotó
hope	remény
hope	remélem
log	napló
log	log
parents	szülei
parents	szülők
parents	szüleim
entered	bevitt
entered	belépett
entered	beléptem
entered	lépett
mike	mike
basic	alap
basic	alapvető
scientific	tudományos
amount	összeg
spring	tavaszi
spring	tavasz
oxford	oxford
kong	kong
opera	opera
opera	operát
tried	próbálta
tried	próbáltam
critical	kritikus
simple	egyszerű
simple	szimpla
founder	alapítója
founder	alapító
hong	hong
told	mondtam
husband	férje
husband	férjem
husband	férj
useful	hasznos
technical	műszaki
technical	technikai
necessary	szükségesek
necessary	szükséges
believed	hittem
believed	hitte
operated	működtetett
operated	üzemeltetett
mountains	hegység
mountains	hegyek
musicians	zenész
musicians	zenészek
hotel	szálloda
hotel	hotel
girls	csajok
girls	lányok
crew	legénység
crew	személyzet
boy	fiú
ontario	ontario
nation	nemzet
defense	védelem
defense	védekezés
defense	védelmi
wiki	wiki
champions	bajnokok
golden	golden
golden	arany
districts	körzetek
faith	hitem
faith	faith
faith	hit
faith	hittel
faith	hitet
racing	racing
mainly	főként
mainly	főleg
mainly	elsősorban
