மற்றும்	そして
பெயர்கள்	名前
பெயர்கள்	名称
அணு	原子
பின்பு	それから
மாணவர்கள்	生徒
மாணவர்கள்	学生
சரியான	パーフェクト
சரியான	完璧
சரியான	正解
சரியான	正しい
உருவாக்கப்பட்ட	作成
சபை	アセンブリ
சபை	集会
சபை	組み立て
மருத்துவம்	医学
மருத்துவம்	医学
கிராமம்	村落
கிராமம்	ヴィレッジ
தாக்குதல்	アサルト
தாக்குதல்	暴行
தாக்குதல்	攻撃
தாக்குதல்	進撃
மதிப்பு	バリュー
மதிப்பு	価額
கருவிகள்	ツール
கருவிகள்	道具
படை	フォース
பதவி	位置
பதவி	ポジション
பதவி	役職
பதவி	役割
அஞ்சல்	郵便
அஞ்சல்	メール
அஞ்சல்	zip
உதவும்	ヘルプ
சொற்கள்	言葉
சொற்கள்	単語
வெளியீடு	釈放
வெளியீடு	リリース
வெளியீடு	アウトプット
வெளியீடு	出力
வெளியீடு	出版物
வெளியீடு	出版
வெளியீடு	公表
எதிர்	反対
தொழில்நுட்ப	テクニカル
வெளியே	アウト
வானொலி	ラジオ
கிராமங்கள்	村落
மீன்	魚類
மீன்	フィッシュ
மீன்	繊維
போதும்	十分
மஞ்சள்	イエロー
மஞ்சள்	黄色
வருவாய்	収入
வருவாய்	所得
வருவாய்	収益
வருவாய்	収入
வருவாய்	歳入
மலேசியா	マレーシア
கிலோமீட்டர்	キロメートル
கிலோமீட்டர்	キロ
கிலோமீட்டர்	キロメートル
கொள்ளும்	確執
உள்ளூர்	ローカル
உள்ளூர்	地元
கிட்டத்தட்ட	ほとんど
கிட்டத்தட்ட	ほぼ
கடைசி	最終
கடைசி	ラスト
கடைசி	最後
குரு	グル
ஆனாலும்	でも
ஆனாலும்	しかし
படத்தில்	フォト
படத்தில்	写真
எதிர்ப்பு	抵抗
எதிர்ப்பு	レジスタンス
எதிர்ப்பு	野党
ஒன்பது	nine
வான்	wan
வான்	バン
வான்	ヴァン
சிறப்பாக	グレート
சிறப்பாக	ベター
சிறப்பாக	最高
சிறப்பாக	ベスト
சிறப்பாக	best
நன்கு	まあ
பேராசிரியர்	教授
பதிப்பகம்	出版
பதிப்பகம்	パブリッシング
தனியார்	非公開
தனியார்	プライベート
தரவு	データ
நம்பிக்கை	信仰
நம்பிக்கை	信念
நம்பிக்கை	フェイス
நம்பிக்கை	自信
நம்பிக்கை	信頼
நம்பிக்கை	忠実
நம்பிக்கை	トラスト
நம்பிக்கை	trust
நம்பிக்கை	信頼
நம்பிக்கை	ホープ
நம்பிக்கை	希望
நம்பிக்கை	信仰
நம்பிக்கை	信念
இடங்கள்	所在地
இடங்கள்	場所
இடங்கள்	スポット
மரபு	熟語
மரபு	遺伝
மும்பை	ムンバイ
விற்பனை	売る
விற்பனை	販売
விற்பனை	マーケティング
விற்பனை	販売
விற்பனை	売り上げ
விற்பனை	セールス
விற்பனை	売上
விற்பனை	セール
வருடம்	イヤー
மேலே	top
மேலே	上部
மேலே	トップ
மேலே	上の
மேலே	上記
ஏற்கனவே	すでに
ஏற்கனவே	既に
அம்மன்	アンマン
என்றாலும்	だけれども
கடன்	信用
கடன்	クレジット
கடன்	ローン
கடன்	融資
கடன்	債務
கடன்	ローン
கடன்	融資
விலை	プライス
விலை	対価
விலை	値段
விலை	価格
விலை	価格
செய்திகள்	news
செய்திகள்	ニュース
செய்திகள்	メッセージ
சோதனை	テスト
சோதனை	テスト
பிபிசி	bbc
உருவாக்க	生成
அரசன்	君主
அரசன்	モナーク
அரசன்	king
அரசன்	国王
அரசன்	キング
கை	ハンド
அரசியல்வாதி	政治家
பறவைகள்	鳥類
ஒலி	サウンド
ஒலி	音声
ஒலி	オーディオ
ஒலி	audio
குறிப்புகள்	注記
குறிப்புகள்	メモ
குறிப்புகள்	備考
குறிப்புகள்	ノート
குறிப்புகள்	tips
குறிப்புகள்	ヒント
பெண்களின்	ガールズ
ஜே	ジェイ
ஜே	カケス
இயக்குனர்	監督
இயக்குனர்	ディレクター
இயக்குனர்	取締役
தொடக்கம்	起動
தொடக்கம்	開始
தொடக்கம்	始める
தொடக்கம்	スタート
தொடக்கம்	開始
பூங்கா	パーク
பூங்கா	公園
இளம்	若い
இளம்	ヤング
அருகே	付近
அருகே	近く
உயர்ந்த	ハイ
உயர்ந்த	高い
உயர்ந்த	高架
காவல்	警察官
காவல்	ポリス
காவல்	警察
குடும்பம்	家族
ஆதரவு	サポート
ஆதரவு	支持
ஆதரவு	裏書
கைது	逮捕
கைது	逮捕
தன்னை	独学
இராகம்	ラーガ
மாலை	夕方
மாலை	イブ
மாலை	イヴ
ஆய்வுகள்	研究
ஆய்வுகள்	診断
எடுத்து	take
சிவப்பு	やり直し
சிவப்பு	やり直す
சிவப்பு	赤い
சிவப்பு	赤色
சிவப்பு	レッド
நடைபெற்றது	開催
முஸ்லிம்	イスラム教
முஸ்லிம்	ムスリム
இன்றும்	トゥデイ
இன்றும்	今日
தலைவர்கள்	チーフス
இரத்த	血液
இரத்த	ブラッド
இருந்தனர்	were
சிவன்	シヴァ
ஜார்ஜ்	ジョージ
முழுமையான	コンプリート
முழுமையான	完備
இரண்டும்	両方
அவள்	彼女
வரிசை	シリアル
வரிசை	オーダー
வரிசை	注文
காற்று	wind
மாத	毎月
மாத	月間
மாத	月刊
பயனர்கள்	ユーザー
பயனர்கள்	ユーザ
கான்	ハーン
கான்	カーン
இரவு	ナイト
நடவடிக்கை	アクティビティ
நடவடிக்கை	アクション
அவரின்	his
நேரங்களில்	タイムズ
வழக்கு	ケース
