категорія	類別
внутрішній	內部
внутрішній	內心
внутрішній	內
внутрішній	內在
статистики	統計數字
зброї	槍支
зброї	槍械
освіта	教育
освіта	學歷
студентів	學生
автомобілі	車
автомобілі	汽車
автомобілі	車輛
автомобілі	橫濱
євген	evgeni
наявність	可用性
приміщення	房舍
приміщення	房地
імперія	帝國
сонця	太陽
сонця	孫
сонця	珊
сонця	陽光
православна	東正教
православна	正統
православна	正教
ринку	市場
народного	民謠
народного	民間
народного	民俗
академія	學院
академія	學術
академія	學界
академія	學術界
академія	accademia
полк	團
полк	兵團
полк	polk
газу	氣
газу	天然氣
газу	汽油
газу	氣體
обладнання	硬體
обладнання	裝備
послідовності	序列
послідовності	數列
послідовності	順序
держава	國家
держава	州
безпосередньо	直接
липні	七月
липні	七月份
адже	因為
майстер	巫師
майстер	魔法師
майстер	主人
майстер	大師
майстер	師父
майстер	師傅
елементи	項目
елементи	元素
елементи	元件
елементи	要件
елементи	元素
елементи	要件
елементи	條目
квітні	四月
квітні	四月份
програма	申請
програма	申請書
програма	方案
програма	程式
програма	方案
необхідно	必要
необхідно	必需
форма	形狀
форма	形式
форма	表格
форма	軍服
форма	均勻
форма	制服
форма	軍裝
відео	視訊
відео	影片
князь	王子
князь	太子
князь	親王
історик	歷史學家
історик	學人
історик	狀元
історик	學者
щільність	密度
редактор	編輯
редактор	作曲家
технології	技術
технології	技術
технології	科技
народні	民謠
народні	民間
народні	民俗
груп	群組
груп	團體
слів	言語
слів	詞語
слів	字
слів	詞
поряд	近
поряд	靠近
поряд	附近
характер	字元
характер	人物
характер	角色
характер	性格
характер	品格
листопаді	十一月
підвищення	推廣
підвищення	促銷
підвищення	晉升
східної	東方
східної	東部
сторінки	頁
методи	方法
відновлення	還原
відновлення	恢復
відновлення	回收
відновлення	恢復
відновлення	康復
відновлення	復原
відновлення	復蘇
відновлення	修復
відновлення	恢復
відновлення	復原
поруч	近
поруч	靠近
поруч	附近
поруч	周邊
поруч	鄰近
поруч	附近
передачі	推
передачі	推推
передачі	推動
передачі	轉讓
тривалість	期限
тривалість	長度
користувача	使用者
отримання	檢索
отримання	接收
отримання	結賬
поразки	敗
географія	地理學
географія	地理
географія	地域
