το	the
ενδιαφέρον	zanimljivo
ενδιαφέρον	interesantan
ενδιαφέρον	interesantno
ενδιαφέρον	zanimljiv
έξω	izvan
έξω	iz
έξω	out
ισπανία	španija
ρωσίας	rusija
μιχαήλ	mihail
μιχαήλ	michael
πέρασε	usvojen
διοίκηση	naredba
διοίκηση	komandu
διοίκηση	komanda
διοίκηση	menadžment
διοίκηση	uprava
διοίκηση	administracija
δεξιά	pravo
δεξιά	desno
καμία	nijedan
καμία	nijedna
εφαρμογή	implementaciju
εφαρμογή	app
εφαρμογή	aplikacija
εφαρμογή	aplikaciju
εφαρμογή	primjenu
εφαρμογή	aplikacija
εφαρμογή	prijavu
εφαρμογή	prijavi
εφαρμογή	aplikativni
εφαρμογή	prijave
σύζυγος	muž
σύζυγος	supruga
σύζυγος	žena
βραβεία	nagrade
βραβεία	nagrade
ημερομηνία	datum
συμμετείχαν	učestvovalo
συμμετείχαν	učestvovali
συμμετείχαν	učestvovao
συμμετείχαν	učestvovala
ανατολική	istok
ανατολική	istočnim
ανατολική	istočni
ανατολική	istočnoj
ανατολική	istočna
ανατολική	istočne
υπουργείο	ministarstvo
μέρη	dijela
μέρη	dijelovi
μέρη	delovi
μέρη	dijelove
μέρη	mesta
μέρη	mjesta
μέρη	stranaka
μέρη	stranke
αγγλική	engleski
λόγος	razum
λόγος	govor
παιχνίδι	igra
παιχνίδι	igračka
παιχνίδι	play
παιχνίδι	igrati
παιχνίδι	igraju
διοργάνωση	organizacija
γαλλική	francuski
σχήμα	oblik
σχήμα	formi
σχήμα	figura
σχήμα	cifra
σχήμα	figure
σχήμα	umjetničko
δημοτικό	elementarna
φεστιβάλ	festival
φεστιβάλ	festivali
φεστιβάλ	festivalima
ονόματα	imena
επίσημα	formalno
επίσημα	zvanicno
επίσημα	službeno
επίσημα	zvanično
επιχείρηση	operacija
επιχείρηση	preduzeće
επιχείρηση	preduzetništvo
επιχείρηση	enterprise
αποφάσισε	odlučili
αποφάσισε	odlučilo
αποφάσισε	odlučila
αποφάσισε	odlučio
αποφάσισε	odlučiti
αποφάσισε	odluče
λονδίνο	london
συνθήκη	sporazum
μακεδονίας	makedonija
πρόσωπο	osoba
πρόσωπο	osobe
πρόσωπο	licem
πρόσωπο	suočavaju
πρόσωπο	suočiti
πρόσωπο	lice
πρόσωπο	face
εξέλιξη	razvoj
εξέλιξη	evolucija
κοινότητας	zajednica
κίνηση	motion
κίνηση	pokretu
κίνηση	move
κίνηση	potez
κίνηση	pokret
κίνηση	saobraćaj
κίνηση	pokret
μέρα	dan
κομμάτι	komad
ώρα	vrijeme
συμφωνία	sporazum
λοιπόν	pa
μεγάλα	velika
μεγάλα	velikih
μεγάλα	veliki
μεγάλα	velikih
μεγάλα	veliki
ιστορικά	historijski
ιστορικά	historijska
ιστορικά	historijsko
ιστορικά	historijski
σκηνοθεσία	usmjeren
σκηνοθεσία	režija
σκηνοθεσία	režirao
συγγραφείς	pisci
συγγραφείς	pisaca
συγγραφείς	piscima
συγγραφείς	autori
τέτοια	takva
τέτοια	takvih
τέτοια	takve
τέτοια	takav
πλοία	brodove
πλοία	brodovi
πλοία	brodovi
πλοία	brodove
πλοία	brodovima
πλοία	plovila
συστήματα	sistemi
σημεία	tačaka
αλλαγή	promjena
αλλαγή	izmjena
αλλαγή	promjene
αλλαγή	promjeni
αλλαγή	promene
αλλαγή	promena
σημασία	važnost
σημασία	važnosti
σημασία	značaj
σημασία	značaj
λέει	kaže
λέει	kaze
χαρακτηριστικό	karakterističnim
χαρακτηριστικό	igranih
χαρακτηριστικό	igrane
χαρακτηριστικό	osobina
διαίρεση	diviziji
διαίρεση	podjela
διαίρεση	divizija
διαίρεση	splitsko
διαίρεση	split
διαίρεση	splitska
διαίρεση	podjele
διαίρεση	podijeli
διευθυντής	režiser
διευθυντής	direktor
διευθυντής	rukovodilac
τέχνη	art
τέχνη	umjetnost
επτά	sedam
διεθνές	međunarodno
διεθνές	međunarodni
διεθνές	international
δικαιώματα	prava
διαφορά	razlika
κώστας	kostas
κώστας	costas
κατ	mačka
επίδραση	uticaja
επίδραση	utjecaj
επίδραση	uticaj
επίδραση	efekt
επίδραση	efekat
βάρος	teret
βάρος	težina
ναό	hram
τροχιά	track
τροχιά	stazi
τροχιά	putanja
τροχιά	orbitu
τροχιά	orbiti
τομ	tome
τομ	tom
πρόσωπα	osobe
πρόσωπα	lica
ιδέα	ideja
ιστορική	historijsko
ιστορική	historijski
ιστορική	istorijski
ιστορική	historijska
ιστορική	historijsko
ιστορική	historijski
αντίθεση	opozicioni
αντίθεση	protivljenje
αντίθεση	opozicija
αντίθεση	nasuprot
αντίθεση	kontrast
αντίθεση	contrast
νικόλαος	nikolaos
πίνακα	slikarstvo
υπηρεσία	agencija
υπηρεσία	služba
υπηρεσία	servis
σύντομα	ubrzo
σύντομα	uskoro
διεθνή	međunarodno
διεθνή	međunarodni
διεθνή	international
στοιχείο	elemenat
στοιχείο	element
ταχύτητα	brzina
ταχύτητα	brzina
όρους	pojmove
όρους	uslovi
αττικής	atike
κρήτης	kreta
αεκ	aek
αεκ	img
ολυμπιακός	olimpijski
λιγότερο	manje
κυκλοφορία	saobraćaj
κυκλοφορία	tiraž
κυκλοφορία	opticaju
αλλαγές	promjene
πειραιά	pirej
μυθολογία	mitologija
παντρεύτηκε	udata
παντρεύτηκε	oženjen
παντρεύτηκε	oženio
αντικείμενο	objekat
τρίτο	treći
τρίτο	treća
τρίτο	treće
λειτουργεί	posluje
πραγματικότητα	stvarnost
στρατιωτική	vojska
μετάλλιο	medalja
μετάλλιο	medalju
χρονικό	hronika
ίδρυση	osnivanje
ίδρυση	osnivački
ίδρυση	osnivanja
καλή	dobro
καλή	dobar
καλή	dobre
πλαίσιο	framework
πλαίσιο	okvir
πλαίσιο	kontekst
πλαίσιο	kontekstu
έδαφος	tlo
έδαφος	tlu
έδαφος	teritorije
έδαφος	teritorija
έδαφος	terenu
έδαφος	terenu
έδαφος	tlo
έδαφος	kopnena
έδαφος	tlu
έδαφος	ground
αυτοκράτορας	imperator
έδρες	mjesta
αναφορές	reference
αναφορές	izvještaje
αναφορές	izvještajima
αναφορές	izveštaji
αναφορές	izvještaji
αγωνίζεται	bori
εκπαίδευση	obuke
εκπαίδευση	trening
εκπαίδευση	obuka
εκπαίδευση	treninga
εκπαίδευση	obuku
εκπαίδευση	obrazovanje
γάλλος	francuski
δημήτριος	dimitrios
δημήτριος	demetrius
δέκα	deset
δεύτερος	drugi
επόμενο	sljedeći
επόμενο	narednu
επόμενο	sledeći
επόμενο	slijedeći
ανθρώπους	ljudi
ανθρώπους	narod
φυσική	prirodno
φυσική	fizika
φυσική	fizički
φυσική	fizičko
φυσική	fizičke
τομέα	sektor
πρωταθλητής	šampion
πρωταθλητής	šampion
χρυσό	zlatna
χρυσό	zlato
πεδίο	opseg
πεδίο	polje
ενότητα	jedinstvo
ενότητα	odeljak
ενότητα	sekcija
ενότητα	modul
χρησιμοποιήθηκε	korištene
χρησιμοποιήθηκε	koristi
χρησιμοποιήθηκε	korišteno
χρησιμοποιήθηκε	korišten
ερμηνεία	tumačenje
παγκόσμια	globalni
παγκόσμια	globalno
κίνημα	pokret
λεπτά	minuta
φέρει	donijeti
φέρει	donose
φέρει	dovode
ρεκόρ	rekord
ρεκόρ	rekordno
ρεκόρ	bilježe
ρεκόρ	rekordnih
κιθάρα	gitara
δεδομένα	podatak
έναρξη	početak
έναρξη	start
έναρξη	početka
οκτώβριο	oktobar
ιανουάριο	januar
αποστολή	slanje
αποστολή	poslati
αποστολή	šalju
αποστολή	send
αποστολή	misija
χρώματα	boje
χρώματα	boje
μορφές	forme
μορφές	formama
μορφές	oblici
μορφές	oblike
πειραιώς	pirej
αρχική	početni
αρχική	originalni
αρχική	originalna
αρχική	prvobitni
αρχική	originalne
αρχική	original
έμεινε	ostala
έμεινε	ostao
έμεινε	boravio
ύπαρξη	postojanja
ύπαρξη	postojanje
ακολουθεί	slijedi
ήττα	poraz
ήττα	poraza
διεθνείς	međunarodno
διεθνείς	međunarodni
διεθνείς	international
τόμος	volumen
νέος	novi
νέος	mladi
νέος	mlada
νέος	young
νέος	mladić
θρόνο	prijesto
θρόνο	arš
θρόνο	tronu
θρόνο	tron
θρόνο	trona
γερμανική	njemački
δημήτρης	demetris
δημήτρης	dimitrios
δημήτρης	dimitris
δημήτρης	dimitri
σκορ	rezultat
σκορ	rezultatom
σκορ	desetine
σκορ	skor
φωνητικά	vokal
φωνητικά	glasni
εσωτερικό	enterijera
εσωτερικό	unutrašnje
εσωτερικό	unutrašnja
εσωτερικό	unutrašnji
εσωτερικό	unutrašnji
εσωτερικό	unutrašnja
ενέργεια	energija
μοντέλο	model
μοντέλο	modela
στρατιώτες	vojnici
στρατιώτες	trupe
πώς	kako
γερμανός	njemački
αφρική	afrika
επιλογή	selekcija
επιλογή	izbor
επιλογή	opcija
επιλογή	izbor
επιλογή	odabrao
επιλογή	biraju
επιλογή	birati
επιλογή	izabere
επιλογή	izabrao
επιλογή	biraju
επιλογή	odabir
σεπτέμβριο	septembar
στρατός	vojska
στρατός	vojska
στρατός	armija
περισσότεροι	više
παραμένει	ostaci
παραμένει	ostaje
επιθέσεις	napadi
ιούνιο	juni
σελίδες	stranica
σελίδες	listovi
περιβάλλον	okruženju
περιβάλλον	okoliš
περιβάλλον	sredina
περιβάλλον	okolina
περιβάλλον	okruženje
χώρος	prostor
σύνταγμα	regimenta
σύνταγμα	puk
σύνταγμα	ustav
σύγχρονη	moderna
σύγχρονη	savremena
σύγχρονη	savremen
σύγχρονη	savremena
αθλητές	sportista
αθλητές	sportisti
υψόμετρο	visini
υψόμετρο	visina
μπροστά	napred
μπροστά	naprijed
μπροστά	ispred
μπροστά	front
περιεχόμενο	sadržaj
περιεχόμενο	sadržaja
περιεχόμενο	sadržaj
ιδιότητες	atributi
ιδιότητες	svojstva
ευρωπαϊκή	evropljanin
ευρωπαϊκή	evropski
ορισμένες	određenim
ορισμένες	određene
αντίδραση	reakcija
αντίδραση	odgovor
ασία	azija
επιχειρήσεις	preduzeća
επιχειρήσεις	preduzeća
αιώνας	vijek
υπόθεση	slučaj
αριστερά	lijevo
ήρθε	došao
ήρθε	došla
αγωνιστική	racing
εκδοχή	verzija
καλύτερα	bolji
καλύτερα	bolje
καλύτερα	najbolji
καλύτερα	best
μεγάλος	velikih
μεγάλος	veliki
λίστα	spisak
λίστα	lista
έκθεση	izveštaj
έκθεση	izvještaj
έκθεση	izložba
έκθεση	izložbe
έκθεση	izloženost
έκθεση	izlaganje
οικονομικών	finansije
καλό	dobro
καλό	dobar
καλό	dobre
οξύ	kiseline
πλατεία	kvadrat
μάρτιο	mart
προστασία	zaštita
προστασία	zaštitu
επέκταση	produženje
επέκταση	proširenje
προσωπική	ličnu
προσωπική	ličnim
προσωπική	lične
προσωπική	lična
προσωπική	lično
προσωπική	lični
πράξη	ponašaju
πράξη	čin
πράξη	akt
καταγωγή	porijekla
καταγωγή	porijeklo
καταγωγή	porijeklu
καταγωγή	poreklo
πήγε	otišla
πήγε	prošao
πήγε	otišao
αγώνας	trka
αγώνας	rasa
αγώνας	meč
αγώνας	borba
υπηρεσίες	usluge
υπηρεσίες	usluga
στόχο	cilj
στόχο	objektivan
στόχο	meta
στόχο	gol
στόχο	cilj
πλαίσια	kadrova
εκστρατεία	kampanje
εκστρατεία	kampanji
εκστρατεία	kampanja
εκστρατεία	kampanju
κύπρο	kipar
επιστροφή	povratka
επιστροφή	povratak
αύγουστο	august
λίμνη	jezero
περιλαμβάνουν	uključuju
περιλαμβάνουν	uključiti
ιούλιο	jula
ιούλιο	juli
ηθοποιοί	glumice
ηθοποιοί	glumaca
ηθοποιοί	glumci
εργάστηκε	radio
κριτική	kritika
κριτική	kritike
κείμενα	tekstova
κείμενα	tekstovima
λάθος	krivo
λάθος	wrong
λάθος	pogrešan
λάθος	pogrešno
λάθος	greška
λάθος	grešku
λάθος	greška
γραμμές	redova
γραμμές	linije
επεξεργασία	uredi
επεξεργασία	uređivanje
επεξεργασία	obrade
επεξεργασία	obradu
επεξεργασία	obradi
νίκες	pobjeđuje
νίκες	pobijedila
βιογραφικά	cvs
διαφορετικά	drugačija
διαφορετικά	drugačije
διαφορετικά	različita
διαφορετικά	različito
διαφορετικά	različiti
διαφορετικά	različitih
διαφορετικά	inače
γρήγορα	brzo
γρήγορα	brzo
γρήγορα	brza
γρήγορα	brz
γρήγορα	brzi
γρήγορα	brzo
άρη	ares
άρη	mars
άνθρωπος	čovjek
άνθρωπος	muškarac
έφερε	donijeli
έφερε	doveden
έφερε	donijela
έφερε	donio
έπαιξε	igrala
έπαιξε	odigrana
έπαιξε	igrao
έπαιξε	svirao
έπαιξε	odigrano
έπαιξε	odigrali
εδάφη	teritorije
εδάφη	teritorija
σύνορα	granica
σύνορα	granica
σύνορα	granica
αεροσκάφη	aviona
πλοίο	brod
πλοίο	brod
πλοίο	čamac
ομοσπονδία	federacija
αρχίζει	počinje
αρχίζει	započinje
αρχίζει	počinje
αρχίζει	započinje
διοικητική	upravna
γήπεδο	stadion
κανένα	nijedan
κανένα	nijedna
δεκέμβριο	decembar
αμερικανοί	američki
αμερικανοί	amerikanac
αμερικανοί	amerikanaca
αμερικανοί	amerikanci
απρίλιο	april
καλύτερο	bolji
καλύτερο	bolje
καλύτερο	najbolji
καλύτερο	best
υποστήριξη	podrška
δημιούργησε	kreirana
δημιούργησε	stvoreno
δημιούργησε	stvorena
δημιούργησε	stvoren
δημιούργησε	stvorio
κοινοβούλιο	parlament
γερμανικά	njemački
ζωγράφος	slikar
διοικητής	komandant
διοικητής	komadant
διοικητής	komandant
δημόσια	javni
δημόσια	javnost
δημόσια	javna
δημόσια	javno
αύξηση	povećanje
αύξηση	porast
αύξηση	povećati
αύξηση	podići
αύξηση	podigne
αύξηση	podizanje
εμφανίσεις	utisci
εμφανίσεις	utiske
εμφανίσεις	viđenja
γύρο	rundu
δίσκο	disc
δίσκο	diska
δίσκο	disk
δίσκο	disku
χρησιμοποιώντας	koristeći
υπηρέτησε	služio
