年	any
宇宙	univers
醫院	hospital
醫院	hospitals
平方	quadrat
平方	plaça
批准	ratificació
批准	aprovació
批准	jó
批准	aprova
批准	aprovades
批准	aprovat
批准	aprovada
批准	aprovats
瑞士	suïssa
大道	boulevard
大道	bulevard
大道	avinguda
旅客	passatger
旅客	passatgers
旅客	viatgers
酒店	hotel
酒店	hosteleria
酒店	hotels
順	shun
西方	oest
西方	western
現代	moderna
現代	modern
未來	futur
未來	mirai
營	batalló
營	campament
營	camp
芳	fang
著作	escrits
金融	financer
金融	financera
任務	cessió
任務	tasca
任務	tasques
任務	missió
商業	comercial
商業	mercantils
商業	comercials
商業	negoci
商業	negocis
空間	espais
空間	espai
亮	ryo
零	zero
詩	poema
詩	poesia
詩	poemes
慶	kyung
巨	gegant
過去	passat
董	tung
董	dong
國民	nacionals
存	dipòsit
提高	increment
提高	augment
嚴重	greus
嚴重	seriós
論	teoria
俊	joon
母親	mare
訓練	entrenament
訓練	formació
葡萄牙	portuguès
葡萄牙	portugal
行為	conductes
行為	comportament
行為	conducta
喬	joe
朝鮮	corea
朝鮮	korea
工業	indústries
工業	indústria
工業	industrials
工業	industrial
慧	hye
舒	shu
坦克	tanc
坦克	tancs
劇場	theater
劇場	teatre
劇場	teatre
授予	premi
授予	adjudicació
授予	guardó
授予	adjudicat
水域	aigües
茂	mau
茂	shigeru
茂	moo
參考	referència
健	jian
韓	han
台北市	taipei
收入	ingrés
收入	ingressos
成績	èxits
成績	realitzacions
成績	consecució
成績	assoliment
姓	cognoms
姓	cognom
盛	sheng
菜	plat
菜	plats
灰	gray
灰	cendra
灰	gris
灰	grey
灰	cendres
工具	eina
工具	eines
寬	amplada
提升	condicionament
楚	chu
新疆	xinjiang
退	retirada
十八	divuit
持續	sostinguda
持續	sostingut
持續	continu
品牌	branding
卓	zhuo
翻譯	traduccions
翻譯	traduint
翻譯	traductors
翻譯	translators
翻譯	traduït
翻譯	traducció
翻譯	tradueix
翻譯	traduir
目標	objectiu
目標	objectius
基礎	base
基礎	base
自動	auto
自動	automàtica
自動	automàtic
自動	automàtica
自動	automàticament
自動	automatitzat
自動	automatitzats
群島	arxipèlag
群島	illes
理論	teoria
理論	doctrina
理論	teories
軍隊	exèrcit
宣	xuan
鏡	mirall
注意	atenció
大樓	edifici
大樓	edificació
出口	sortida
出口	exportacions
出口	exportació
出口	sortides
地震	terratrèmol
地震	terratrèmols
關於	about
海外	ultramar
海外	offshore
高速公路	autopista
產品	producte
產品	productes
條約	tractats
條約	tractat
助理	assistent
助理	ajudant
助理	ajudants
助理	assistents
畫	paint
畫	pinta
畫	dibuixa
畫	pintura
舞	dansa
舞	ballant
舞	ballar
獸	bèstia
汽車	cotxe
汽車	cars
汽車	cotxes
汽車	automòbils
宏	macros
避免	evitant
避免	evitar
命令	ordres
命令	ordre
命令	comandament
命令	orde
命令	ordre
命令	encàrrecs
命令	comandes
命令	ordres
結構	estructures
結構	arquitectura
結構	estructura
結構	estructurals
結構	estructural
埃及	egypt
埃及	egipte
字母	alfabet
字母	carta
大陸	continental
大陸	continent
大陸	continents
可可	coco
海岸	shore
水平	horitzontalment
水平	horitzontal
輝	fai
輝	huy
墨西哥	mèxic
都市	metròpoli
學習	estudiant
學習	estudi
學習	aprenentatge
學習	aprèn
學習	aprendre
學習	apreneu
賴	lai
阮	nguyễn
阮	ruan
動	mou
樂團	banda
樂團	orquestra
那些	aquelles
那些	aquells
材料	material
材料	materials
材料	matèries
士兵	soldat
士兵	soldats
容易	fàcil
魔法	màgia
彼得	peter
彼得	pere
大阪	osaka
茶	tea
茶	te
孩子	nen
孩子	infant
代理	agent
代理	actuant
代理	intermediari
組合	combinació
組合	barreja
正常	normal
正常	normals
北京市	pequín
北京市	beijing
王子	príncep
王子	prince
模型	models
模型	model
夜	nits
夜	nit
乘客	passatger
乘客	passatgers
錦標賽	campionats
錦標賽	torneig
錦標賽	tornejos
錦標賽	campionat
錦標賽	championship
禁止	veta
禁止	ban
禁止	prohibit
禁止	prohibit
禁止	prohibició
重播	playback
宣傳	propaganda
巨大	enorme
克拉	quirats
蛇	serp
蛇	serps
紫	porpra
紫	morat
紫	violeta
紫	violet
週	setmana
完整	plens
完整	ple
完整	plena
完整	completa
完整	complet
翁	weng
上市	llistats
上市	llistat
德里	delhi
森林	bosc
森林	boscos
介紹	introducció
介紹	presentació
白色	white
白色	blanc
晚上	vespre
晚上	nit
國王	king
國王	rei
袁	yuan
耳	oïda
耳	orella
耳	orelles
耳	espigues
耳	oïdes
改變	canviant
改變	canvia
改變	canvi
廣場	quadrat
廣場	plaça
廣場	piazza
廣場	plaça
市民	ciutadans
市民	ciutadà
樹	arbre
樹	arbrat
樹	arbres
大西洋	atlantic
大西洋	atlàntic
聯邦	federal
聯邦	federació
聯邦	confederació
麻	cànem
土耳其	turquia
酸	sour
酸	àcid
酸	àcids
董事	directors
外交	diplomàcia
夫人	senyora
公斤	quilograms
公斤	quilogram
公斤	quilo
公斤	kilo
效果	efecte
效果	efectes
說明	descripció
資格	titulació
連續	consecutives
連續	consecutius
連續	consecutiva
連續	continu
連續	continu
晚	tard
輪	roda
輪	rodes
輪	ronda
記錄	gravació
記錄	enregistrament
記錄	rècord
記錄	rècords
記錄	registres
作戰	combat
寫	escriu
寫	escrivint
寫	escriptura
鹿	cérvol
地理	geogràfic
地理	geografia
孝	hyo
姜	kang
姜	jiang
姜	gingebre
姜	ginger
最近	darrerament
最近	últimament
最近	recentment
最近	recents
最近	recent
咸	salada
咸	salat
秘密	secret
變	canvia
變	canvi
開放	oberta
開放	oberts
開放	open
開放	obre
開放	obert
主持人	moderador
主持人	màquina
移民	immigrants
移民	emigració
移民	emigrants
移民	immigració
移民	migració
運輸	transport
運輸	transports
運輸	transport
背	esquena
第八	vuitè
第八	vuitena
姚	yao
大小	talles
大小	mides
大小	mida
演唱會	concert
演唱會	concerts
錫	tin
錫	llauna
習性	hàbits
頂	top
柏林	berlin
柏林	berlín
三個	valldoreix
三個	tres
今天	avui
符	amulet
親	kiss
親	petó
兒子	fill
骨	ossos
骨	os
加州	califòrnia
加州	california
人口普查	cens
人口普查	censos
戰役	batalla
戰役	batalles
電台	ràdio
電台	radio
墓	tomba
墓	sepultura
北方	nord
北方	northern
活躍	actiu
星期一	dilluns
首播	estrena
首播	estrenada
首播	estrenades
業務	negoci
業務	negocis
射	disparar
前身	predecessor
啟	kai
極	polar
極	extremadament
野	wild
野	salvatge
投資	invertir
投資	inversió
投資	inversions
海洋	oceans
海洋	oceà
海洋	ocean
類型	gènere
類型	tipus
機會	oportunitat
機會	oportunitats
錯誤	error
錯誤	malament
錯誤	errors
錯誤	error
儀	yee
總部	seu
健康	saludables
健康	healthy
健康	sanes
健康	saludable
健康	sanitat
健康	salut
股	unitat
身高	alçada
身高	alçària
身高	altura
熱	hot
熱	calent
熱	calor
空中	aèria
空中	aeris
空中	aerotransportada
空中	aire
空中	air
工人	obrers
工人	treballadors
工人	treballador
輕	llum
輕	encenedor
經常	freqüentment
經常	regulars
經常	regular
經常	sovint
經常	freqüent
經常	freqüents
臺	terrassa
滿	mitsuru
滿	plens
滿	ple
滿	plena
負	negatiu
粵語	cantonès
亨利	enric
亨利	henry
交易	transacció
交易	reparteix
交易	tracte
交易	transaccions
黑色	black
黑色	negre
爆炸	explosió
喜歡	com
喜歡	like
警方	policia
十七	disset
尹	yoon
能量	energia
酒	alcohol
酒	vi
地面	superfície
地面	terreny
太平	taiping
普遍	universal
十年	dècada
然後	aleshores
然後	llavors
十四	catorze
鬼	ghost
鬼	fantasma
昆	kun
中山	zhongshan
鼠	rata
鼠	ratolí
鼠	ratolins
必要	necessàries
俄	rússia
山西	shanxi
南極洲	antàrtida
南極洲	antàrtic
小型	petita
小型	petites
退出	abandona
退出	sortida
以色列	israel
兒童	fills
兒童	infants
兒童	nens
兒童	nen
兒童	infant
一切	everything
一切	tot
東部	est
逐漸	gradual
逐漸	gradualment
博物館	museus
博物館	museum
博物館	museu
固定	corregit
固定	fix
固定	fixes
固定	arreglat
固定	estacionària
對話	conversa
對話	diàleg
對話	diàlegs
對話	converses
琴	violí
階段	fase
階段	fases
階段	etapes
階段	etapa
階段	escenari
江西	jiangxi
游	nedar
游	recorregut
游	tour
游	natació
薛	xue
病	mentals
病	malaltia
病	malalts
病	malalt
問	ask
翡翠	jade
維持	mantenint
維持	manteniment
維持	manutenció
格式	formatat
格式	formatació
格式	formats
格式	format
事故	accident
事故	accidents
臺北	taipei
互	mutual
互	mútues
互	mútua
互	mutu
刺	apunyalar
藝人	artiste
藝人	artista
藝人	artistes
天使	àngels
天使	angels
天使	angel
天使	àngel
表面	superfície
池	estany
池	pond
池	piscina
圖片	fotografies
圖片	imatge
圖片	imatges
建設	construcció
風暴	tempestes
風暴	tempesta
定義	definició
定義	definir
定義	defineix
定義	definint
定義	definicions
步兵	infanteria
指定	especifica
指定	designada
指定	designat
指定	especifica
指定	especificar
解決	resoldre
解決	resoldre
解決	resol
熊	óssos
熊	xiong
熊	ós
休	hug
休	hugh
火箭	coets
火箭	coet
騎士	cavaller
騎士	cavs
指揮	ordre
指揮	comandament
安排	concertar
實	minoru
象	elefants
象	elefant
明星	estel
明星	estrella
明星	estels
明星	estrelles
爆發	erupció
現任	actuals
現任	actual
現任	corrent
現任	presents
現任	present
潮	marea
匈牙利	hongria
匈牙利	hongarès
羊	ovella
羊	ovelles
羊	oví
羊	cabra
河流	riu
河流	rius
改造	remodelar
車輛	vehicles
車輛	vehicle
京都	kyoto
五月	maig
上午	matí
河北	hebei
馮	feng
使用者	usuari
使用者	usuaris
鄧	deng
機械	màquina
機械	maquinària
機械	mecànica
機械	mecànics
機械	mecànic
爭議	disputada
爭議	controvèrsia
爭議	polèmica
爭議	controvèrsies
爭議	controvertit
爭議	polèmic
爭議	litigi
爭議	controvèrsia
爭議	disputa
發射	llançament
首先	primer
首先	primera
首先	primers
入侵	invasió
同盟	lliga
同盟	aliances
同盟	aliança
同盟	aliats
轉換	converteix
轉換	conversió
轉換	transformada
轉換	transformar
轉換	transforma
轉換	convertint
轉換	transformació
疑似	sospitava
唱	cantar
唱	sing
蕭	shaw
血	sang
努力	gestions
努力	esforços
事情	coses
監督	supervisada
監督	supervisió
監督	vigilància
軌道	pista
軌道	peça
軌道	orbital
軌道	vies
軌道	peces
軌道	pistes
軌道	òrbita
今日	avui
狼	llop
狼	wolf
尼斯	bonic
尼斯	niça
部門	departament
部門	sector
汗	khan
汗	suar
汗	suor
南極	antàrtic
南極	antàrtida
綜合	síntesi
廣播	emissió
廣播	radiodifusió
廣播	ràdio
廣播	radio
河畔	nad
比例	proporció
比例	ràtio
比例	proporcions
比例	proporció
比例	proporcional
比例	proporcionals
偶像	ídols
偶像	ídol
側	lateral
側	laterals
側	side
側	costat
怡	jardine
父母	pares
父母	pare
父母	progenitora
父母	progenitor
鍾	rellotge
選區	circumscripcions
選區	circumscripció
廖	liao
渡	wataru
飛行	volant
飛行	vol
統一	unificada
統一	unificats
統一	reunificació
統一	unificació
統一	harmonització
冬	hivern
恢復	restaurar
恢復	restaura
恢復	restauració
恢復	recuperació
恢復	reprèn
恢復	represa
恢復	currículum
綠	midori
綠	green
綠	verd
退役	retirat
退役	jubilats
退役	jubilat
框	caixa
框	capsa
框	fotogrames
框	marcs
框	fotograma
框	marc
住宅	residencial
住宅	residències
住宅	residència
伊朗	iran
伊朗	iranià
圍	wai
莊	banker
混合	híbrid
混合	barreja
混合	mixta
混合	mixt
混合	mesclat
混合	mesclant
混合	barrejant
殺	kill
殺	mata
山脈	muntanyes
山脈	interval
上海市	shanghai
上海市	xangai
莫斯科	moscou
食品	menjar
食品	alimentació
食品	aliments
王國	regne
王國	regnes
希臘	grec
希臘	grècia
深度	profunditats
深度	profunditat
高雄	kaohsiung
法案	bill
法案	factures
有限	limitades
有限	limitat
有限	limitats
有限	finit
學者	acadèmics
戰士	soldat
戰士	warrior
戰士	guerrer
被迫	forçada
被迫	forçat
湖北	hubei
合成	sintètic
合成	síntesi
四十	quaranta
基因	gene
基因	gen
罪	pecat
罪	pecats
鳥	ocell
鳥	aus
鳥	ocells
教練	coach
教練	autocar
教練	entrenador
展示	vitrina
展示	aparador
展示	mostra
展示	espectacle
湘	xiang
槍	pistola
槍	arma
錦	kam
只要	només
義大利	itàlia
義大利	italià
讀	llegit
讀	llegir
讀	llegint
讀	lectura
很快	aviat
成都	chengdu
追	chase
厚	gruix
厚	gruixut
拍	disparar
統治	regnat
藩	domini
部落	tribu
部落	tribus
圓	circumferència
圓	cercle
圓	ronda
幫助	auxili
幫助	ajuda
幫助	ajut
教會	església
連結	connectant
連結	vinculació
連結	enllaç
連結	connecta
設定	estableix
設定	conjunt
設定	arranjaments
設定	arranjament
記者	reporters
記者	periodista
記者	reporter
數量	quantitats
數量	quantitat
星系	galàxies
星系	galàxia
鳳	fènix
鳳	phoenix
假	fals
假	false
假	falses
假	fals
假	fake
感	sentit
留下	estada
方便	convenient
領	collar
程式	programa
程式	programes
校長	director
合理	raonable
合理	raonables
挪威	noruec
挪威	noruega
步	pas
勇	yong
所在地	localització
所在地	ubicació
所在地	emplaçament
解釋	explicacions
解釋	explicació
解釋	expliqui
解釋	explicar
十九	dinou
刀	espasa
刀	ganivet
批評	crítica
批評	criticar
太子	príncep
太子	prince
檔案	fitxers
檔案	arxius
檔案	arxius
檔案	arxiu
檔案	fitxer
檔案	arxiu
檔案	arxiva
爵士	jazz
狗	gos
狗	gossos
國會	parlament
國會	congrés
病毒	virus
富士	fuji
阿根廷	argentina
當選	elegits
當選	electes
計算	calcula
計算	calcular
計算	computació
計算	càlcul
計算	càlculs
對手	rival
對手	opositors
對手	oponent
對手	adversari
湯	sopa
一天	jornada
一天	dia
艦隊	flota
廣州	guangzhou
廣州	canton
錢	diners
錢	diner
碑	estela
碑	monument
食用	comestibles
食用	comestible
晉	jin
晉	jinn
廣東	guangdong
廣東	cantonès
棒球	beisbol
中立	neutralitat
中立	neutre
中立	neutral
質量	missa
質量	massa
質量	qualitat
化石	fòssils
化石	fòssil
持有	possessió
理解	entès
理解	enteniment
理解	comprensió
理解	entesa
理解	entenent
波蘭	polònia
美洲	amèrica
美洲	amèrica
恆星	estel
恆星	estrella
恆星	estels
恆星	estrelles
部長	ministre
挑戰	reptes
挑戰	impugnacions
挑戰	challenge
挑戰	repte
挑戰	desafiament
東方	est
東方	oriental
東方	orient
賈	jia
羽毛球	bàdminton
幾乎	gairebé
阿拉	allah
玲	ling
消失	desaparèixer
例子	exemples
司令	comandant
月球	lunar
月球	lluna
地圖	mapa
地圖	correspondències
地圖	maps
地圖	mapes
杭州	hangzhou
女兒	filla
結婚	matrimoni
岳	yue
引用	citat
引用	cotitzacions
官員	funcionaris
請求	peticions
請求	requeriment
請求	petició
殖民地	colònies
殖民地	colònia
原子	àtoms
原子	atòmics
原子	atòmic
原子	atòmica
原子	àtom
菲律賓	filipines
觀眾	espectadors
觀眾	públic
觀眾	audiència
觀眾	auditoris
觀眾	espectadors
進攻	atac
珊	sol
貓	gats
貓	gat
貓	cat
吸引	atracció
吸引	atret
吸引	atraure
測試	test
測試	prova
測試	proves
測試	provant
測試	assaig
測試	proves
專業	professional
專業	professionals
專業	professió
專業	especialitat
旅遊	recorregut
旅遊	tour
旅遊	viatges
旅遊	turisme
旅遊	turista
石油	oli
石油	petroleum
石油	petroli
浪	ones
浪	onades
浪	ona
需求	necessitat
需求	necessitats
需求	demanda
內部	interior
內部	inside
內部	endins
內部	dins
內部	intern
內部	interna
內部	internament
失	perduda
失	perduts
失	lost
失	perdut
集合	reunir
方言	dialecte
方言	là
日文	japonès
特里	terry
犯罪	crims
犯罪	delictes
犯罪	crim
君主	monarca
君主	monarquia
君主	sobirana
公爵	duke
公爵	duc
降低	disminució
私人	privat
私人	privats
軟體	programari
每日	daily
拒絕	denegació
拒絕	negació
拒絕	rebuig
原始	cru
原始	raw
原始	primitives
原始	primitiu
原始	original
潭	tam
警告	avís
警告	advertència
警告	advertències
警告	avisos
俱樂部	club
俱樂部	clubs
俱樂部	trèvols
敗	derrota
貿易	comerç
減少	reducció
減少	disminució
減少	reductor
減少	reduint
減少	reduït
減少	reduïda
知名度	visibilitat
身體	cos
硬	hard
