மற்றும்	та
பணி	задачі
கதை	публікації
கதை	історія
கதை	сюжет
கதை	розповідь
கதை	публікація
அதிகமாக	навряд
அதிகமாக	ледве
இடையே	поміж
இடையே	між
பட்டம்	випускний
பட்டம்	градус
பட்டம்	ступінь
பட்டம்	шуліка
வழி	стежка
வழி	сліди
வழி	спосіб
வழி	шлях
அப்போது	потім
அப்போது	тоді
விடுதலை	визволення
விடுதலை	звільнення
