και	in
γιώργος	georgios
κανείς	nihče
γεγονότα	dejstva
γεγονότα	dejstev
γεγονότα	dogodki
γεγονότα	prireditve
γεγονότα	dogodke
γεγονότα	dogodkov
σύντομο	kratki
σύντομο	kratko
σύντομο	kratek
σύντομο	kratka
σύντομο	kratke
σύντομο	kratek
κράτος	stanje
κράτος	država
κράτος	državno
κωνσταντίνος	konstantinos
κωνσταντίνος	constantine
στρατό	armada
στρατό	vojska
στρατό	vojsko
αγία	sveti
αγία	svetnik
αγία	svetnica
αγία	saint
αποτελέσματα	rezultati
αποτελέσματα	izidi
ιστορικό	ozadje
ιστορικό	zgodovina
ιστορικό	zgodovino
σπίτι	domača
σπίτι	doma
σπίτι	domov
σπίτι	dom
σπίτι	house
σπίτι	hiša
σπίτι	hisa
σπίτι	hiška
τζον	john
τζον	janez
τζον	janeza
τζον	jona
τζον	jon
τμήματα	delitve
τμήματα	divizije
τμήματα	oddelki
τμήματα	segmentih
τμήματα	oddelki
τμήματα	poglavji
τμήματα	oddelki
λειτουργία	funkcija
λειτουργία	funkcijo
λειτουργία	način
λειτουργία	delovanje
λειτουργία	operacija
λειτουργία	operacijo
λειτουργία	obratovanje
βιβλία	knjige
βιβλία	knjig
πρωθυπουργός	premier
κείμενο	besedilo
γραμμή	črta
γραμμή	vrstica
σχέδιο	projekt
σχέδιο	projekta
σχέδιο	osnutki
σχέδιο	osnutek
σχέδιο	zasnova
σχέδιο	oblikovanje
σχέδιο	dizajn
σχέδιο	načrt
σχέδιο	plan
βουλευτής	članica
βουλευτής	član
βουλευτής	poslanec
γη	zemeljska
γη	zemlja
γη	zemlje
γη	zemljo
γη	zemljišča
γη	dežela
γη	kopno
γη	zemljišče
γη	zemljo
χρήστες	uporabniki
εμφανίζεται	prikazana
εμφανίζεται	prikazanih
εμφανίζεται	prikazano
εμφανίζεται	prikazane
εμφανίζεται	prikazan
ξανά	spet
ξανά	znova
ξανά	ponovno
αυτοί	so
χρήστης	uporabnika
χρήστης	uporabnik
θάλασσα	morje
χρησιμοποιούνται	uporabljen
χρησιμοποιούνται	uporabljena
χρησιμοποιούνται	uporabljeno
χρησιμοποιούνται	uporabljene
χρησιμοποιούνται	uporabljeni
καλύτερη	boljša
καλύτερη	boljši
καλύτερη	bolje
καλύτερη	boljše
πολιτείες	države
πολιτείες	držav
χρήστη	uporabnika
χρήστη	uporabnik
πληθυσμού	prebivalstvo
πληθυσμού	populacija
εξουσία	organ
εξουσία	avtoriteta
εξουσία	power
εξουσία	moč
καλοκαίρι	summer
καλοκαίρι	poletna
καλοκαίρι	poletni
καλοκαίρι	poletno
καλοκαίρι	poleti
καλοκαίρι	poletje
παράδοση	dostavo
παράδοση	dostavi
παράδοση	dobava
παράδοση	dostava
παράδοση	predajo
παράδοση	predaje
παράδοση	predaja
παράδοση	tradicije
παράδοση	tradicijo
παράδοση	tradicija
άνδρες	moške
άνδρες	možje
άνδρες	men
άνδρες	moški
άνδρες	moška
δίνει	daje
όσκαρ	oskarjev
όσκαρ	oscarja
όσκαρ	oscar
όσκαρ	oskarja
όσκαρ	oskar
όσκαρ	oskar
γυναίκα	ženska
γυναίκα	žensko
γυναίκα	ženska
γυναίκα	ženski
γυναίκα	samica
γυναίκα	žensko
γυναίκα	žena
γυναίκα	zena
γυναίκα	soproga
κλπ	etc
κλπ	itd
κλπ	idr
περιοδικό	revije
περιοδικό	revijo
περιοδικό	revija
κατάλογος	mapa
κατάλογος	imenik
κατάλογος	spisek
κατάλογος	seznam
κεντρική	osrednje
κεντρική	centralne
κεντρική	centralno
κεντρική	osrednji
κεντρική	centralni
ακολούθησε	sledi
ακολούθησε	sledili
ακολούθησε	sledilo
ακολούθησε	sledila
ακολούθησε	sledil
γλώσσες	jezike
γλώσσες	jeziki
νησιά	otočje
νησιά	otoki
νησιά	otoke
χρώμα	barve
χρώμα	barvni
χρώμα	barvo
χρώμα	barvno
χρώμα	barva
χρώμα	barve
χρώμα	barvni
χρώμα	barvo
χρώμα	barva
διεθνής	mednarodne
διεθνής	mednarodni
διεθνής	mednarodna
διεθνής	mednarodno
αμερική	ameriki
αμερική	amerika
αμερική	ameriko
αμερική	america
γυναίκες	ženskam
γυναίκες	žensk
γυναίκες	ženske
μονή	samostana
μονή	samostan
μονή	priorstva
μονή	samostan
σπούδασε	raziskano
σπούδασε	študiral
κύρια	glavne
κύρια	main
κύρια	glavni
κύρια	glavno
κύρια	glavna
πρότυπα	predloge
πρότυπα	standarde
πρότυπα	standardi
δημιουργήθηκε	ustvarjen
δημιουργήθηκε	ustvarjeno
δημιουργήθηκε	ustvaril
δημιουργήθηκε	ustvarjena
δημιουργήθηκε	ustvarjene
μικρά	majhno
μικρά	majhni
μικρά	majhen
μικρά	majhne
μικρά	majhna
σχέσεις	odnosi
σχέσεις	razmerja
σχέσεις	zveze
σχέσεις	odnosi
σχέσεις	razmerja
εμφάνιση	pokaži
εμφάνιση	prikaži
εμφάνιση	oddaja
εμφάνιση	prikaz
τέσσερα	four
τέσσερα	štirje
τέσσερα	štiri
εγκυκλοπαίδεια	enciklopedija
αυτοκρατορία	empire
αυτοκρατορία	imperij
αυτοκρατορία	cesarstvo
ώρες	urami
ώρες	ure
ώρες	urah
ώρες	ur
τίτλος	naslov
τίτλος	naziv
συνθήκες	pogoji
συνθήκες	okoliščine
συνθήκες	okoliščin
μελέτη	študija
σχολείο	šole
σχολείο	šolo
σχολείο	šola
ειδικά	posebej
ειδικά	zlasti
υλικό	materialno
υλικό	material
υλικό	gradivo
κάστρο	castle
κάστρο	grad
κάστρο	dvorec
κάστρο	castra
κάστρο	castro
βουλευτές	poslanci
δυτικά	zahodna
δυτικά	zahod
δυτικά	zahodno
δυτικά	zahodna
δυτικά	zahodni
δυτικά	western
δυτικά	zahodno
καλά	pridni
καλά	pridna
καλά	dober
ανατολικά	vzhodni
ανατολικά	vzhod
ανατολικά	vzhodna
ανατολικά	vzhodno
ανατολικά	vzhodni
ανατολικά	vzhodna
ανατολικά	vzhodno
απέναντι	nasprotno
απέναντι	nasproti
απέναντι	nasprotje
συνεργασία	sodelovanje
επιτροπή	komisija
επιτροπή	provizija
επιτροπή	komite
επιτροπή	odbor
νίκος	nikos
άνθρωποι	ljudje
άνθρωποι	ljudje
άνθρωποι	ljudstvo
άνθρωποι	osebe
άνθρωποι	ljudi
έφτασε	prispele
έφτασε	prispel
έφτασε	prispela
έφτασε	prispeli
αρχηγός	poglavar
αρχηγός	načelnik
αρχηγός	vodja
αρχηγός	leader
σύνθεση	sestavi
σύνθεση	sestava
σύνθεση	sintezo
προσπάθεια	poskus
προσπάθεια	prizadevanja
προσπάθεια	napora
προσπάθεια	napor
προσπάθεια	trud
προσπάθεια	prizadevanje
τελευταίο	zadnji
τελευταίο	nazadnje
τελευταίο	poslednje
τελευταίο	zadnje
τελευταίο	zadnja
εξελέγη	izvoljeni
εξελέγη	izvoljen
εξελέγη	izvoljena
απόφαση	sklep
απόφαση	odločitev
απόφαση	odločba
αυτοκράτορα	car
αυτοκράτορα	imperator
αυτοκράτορα	cesar
αγορά	nakup
αγορά	tržišče
αγορά	tržnico
αγορά	tržnice
αγορά	tržnica
αγορά	trg
αγορά	tržišče
πρόταση	predlog
πρόταση	predloga
ταυτόχρονα	istočasno
ταυτόχρονα	sočasno
ταυτόχρονα	hkrati
μέρες	dnevi
μέρες	dni
μέρες	dneve
ανακαλύφθηκε	odkrila
ανακαλύφθηκε	odkril
ανακαλύφθηκε	odkrite
ανακαλύφθηκε	odkrita
ανακαλύφθηκε	odkrili
ανακαλύφθηκε	odkrit
ποσοστό	odstotek
ποσοστό	mera
ποσοστό	stopnja
τελική	končna
τελική	končni
καθηγητής	predavatelj
καθηγητής	profesorica
καθηγητής	profesor
καθηγητής	profesorja
καθηγητής	učiteljica
καθηγητής	učitelj
συμβούλιο	svet
συμβούλιο	sveta
μέσο	inštrument
μέσο	instrument
μέσο	srednje
μέσο	srednja
μέσο	gojišče
σταθμός	postajo
σταθμός	postaji
σταθμός	postaja
παράγεται	proizvedena
παράγεται	proizvedeno
παράγεται	proizveden
παράγεται	ustvarjene
παράγεται	ustvarjen
παράγεται	ustvarjena
έρευνα	preiskavo
έρευνα	preiskava
έρευνα	preiskovanje
έρευνα	preiskave
έρευνα	raziskava
έρευνα	anketa
έρευνα	anketo
έρευνα	raziskava
έρευνα	raziskave
έρευνα	raziskava
έρευνα	raziskovanje
γέννησης	rojstva
γέννησης	rojstvo
δυτική	zahodna
δυτική	zahod
δυτική	zahodno
δυτική	zahodna
δυτική	zahodni
δυτική	western
δυτική	zahodno
κωνσταντινούπολη	konstantinopel
κωνσταντινούπολη	istanbulu
κωνσταντινούπολη	istanbul
έννοια	pomeni
έννοια	pomen
έννοια	pojem
έννοια	koncept
απο	iz
απο	od
χαρακτήρα	lik
χαρακτήρα	karakter
αλέξανδρος	aleksandra
αλέξανδρος	aleksander
αλέξανδρος	alexander
δυνατότητα	možnost
θερμοκρασία	temperatura
θερμοκρασία	temperature
θερμοκρασία	temperaturo
σπουδές	raziskano
σπουδές	študiral
σπουδές	študij
σπουδές	študije
γενική	splošno
γενική	splošni
γενική	splošna
οργάνωση	organizacijo
οργάνωση	organizacija
οργάνωση	organizacijo
οργάνωση	organizacija
μερικά	nekatere
μερικά	nekaterim
μερικά	nekateri
μερικά	nekaj
μερικά	neki
χρειάζεται	rabi
χρειάζεται	potrebe
χρειάζεται	potrebuje
χρειάζεται	potreb
όμιλος	skupino
όμιλος	skupinsko
όμιλος	skupinski
όμιλος	skupinska
όμιλος	skupina
επιφάνεια	površino
επιφάνεια	površje
επιφάνεια	ploskev
αγγλία	anglija
αγγλία	england
αγγλία	angliji
αγγλία	anglije
αγγλία	anglijo
μετάφραση	prevajanje
μετάφραση	prevod
ρωσία	rusija
ρωσία	rusijo
ρώμη	rimu
ρώμη	rim
ρώμη	rima
κορυφή	top
κορυφή	vrh
κορυφή	vrh
βιβλιοθήκη	knjižnica
βιβλιοθήκη	knjižnici
λόγους	razlogi
σημαία	označitev
σημαία	zastava
σημαία	zastavo
σημαία	zastave
δεδομένων	podatki
βρέθηκε	najdeno
βρέθηκε	najdeni
βρέθηκε	najdena
βρέθηκε	najden
ορίζεται	opredeljen
ορίζεται	opredeljeni
ορίζεται	opredeljeno
ορίζεται	opredeljena
ενδιαφέρον	zanimiv
ενδιαφέρον	zanimivo
ενδιαφέρον	zanimiva
έξω	zunaj
έξω	ven
έξω	zunaj
ισπανία	španija
ρωσίας	rusija
ρωσίας	rusijo
μιχαήλ	mikhail
μιχαήλ	mihael
μιχαήλ	michael
διοίκηση	poveljstvo
διοίκηση	ukaz
διοίκηση	upravljanje
διοίκηση	obvladovanje
διοίκηση	dajanje
διοίκηση	uprave
δεξιά	desno
δεξιά	right
δεξιά	pravica
δεξιά	prav
καμία	nobene
καμία	nobenega
καμία	noben
καμία	nobena
εφαρμογή	izvedba
εφαρμογή	izvajanje
εφαρμογή	izvrševanje
εφαρμογή	app
εφαρμογή	aplikacija
εφαρμογή	aplikaciji
εφαρμογή	aplikacijo
εφαρμογή	zahtevek
εφαρμογή	vloga
σύζυγος	soprog
σύζυγος	soproga
σύζυγος	zakonca
σύζυγος	zakonec
σύζυγος	soprog
σύζυγος	moz
σύζυγος	mož
σύζυγος	žena
σύζυγος	zena
σύζυγος	soproga
βραβεία	nagrade
βραβεία	nagrade
ημερομηνία	zmenek
ημερομηνία	datum
συμμετείχαν	sodelovala
συμμετείχαν	sodeloval
συμμετείχαν	sodelovali
συμμετείχαν	sodelovalo
ανατολική	vzhodni
ανατολική	vzhod
ανατολική	vzhodna
ανατολική	vzhodno
ανατολική	vzhodni
ανατολική	vzhodna
ανατολική	vzhodno
υπουργείο	ministrstvo
μέρη	deli
μέρη	kraji
μέρη	pogodbenice
μέρη	zabave
μέρη	stranke
αγγλική	angleško
αγγλική	angleščina
αγγλική	angleži
αγγλική	angleški
λόγος	razlog
λόγος	razlogi
λόγος	govor
παιχνίδι	igro
παιχνίδι	tekma
παιχνίδι	tekmo
παιχνίδι	igra
παιχνίδι	igrača
παιχνίδι	igračo
παιχνίδι	igraj
διοργάνωση	organizacijo
διοργάνωση	organizacija
γαλλική	francosko
γαλλική	francoska
γαλλική	francoščina
γαλλική	francoski
σχήμα	oblika
σχήμα	oblike
σχήμα	forme
σχήμα	obliko
δημοτικό	osnovno
δημοτικό	osnovni
φεστιβάλ	festival
φεστιβάλ	praznik
φεστιβάλ	praznovanje
φεστιβάλ	festivale
ονόματα	imena
ονόματα	imen
επίσημα	formalno
επίσημα	uradno
επίσημα	uradno
επιχείρηση	delovanje
επιχείρηση	operacija
επιχείρηση	operacijo
επιχείρηση	obratovanje
επιχείρηση	enterprise
επιχείρηση	podjetništvo
αποφάσισε	odločeno
αποφάσισε	odločil
αποφάσισε	odločila
αποφάσισε	odločili
αποφάσισε	odločite
αποφάσισε	odloči
λονδίνο	london
συνθήκη	pogodba
μακεδονίας	makedonijo
μακεδονίας	makedonija
πρόσωπο	oseba
πρόσωπο	osebi
πρόσωπο	osebo
πρόσωπο	obraz
πρόσωπο	obraza
πρόσωπο	face
εξέλιξη	razvoj
εξέλιξη	evolucijo
εξέλιξη	razvoj
εξέλιξη	evolucija
κοινότητας	skupnost
κοινότητας	skupnosti
κίνηση	predlog
κίνηση	gibanje
κίνηση	prometni
κίνηση	promet
κίνηση	premiki
κίνηση	gibanja
κίνηση	premikanje
κίνηση	gibanje
μέρα	dan
μέρα	day
κομμάτι	kos
κομμάτι	delček
κομμάτι	košček
κομμάτι	kosa
ώρα	čas
ώρα	časa
συμφωνία	sporazum
συμφωνία	dogovor
λοιπόν	no
μεγάλα	velika
μεγάλα	velike
μεγάλα	velika
μεγάλα	veliki
μεγάλα	velike
μεγάλα	velik
ιστορικά	zgodovinsko
ιστορικά	zgodovinski
ιστορικά	zgodovinsko
ιστορικά	zgodovinska
ιστορικά	zgodovinske
σκηνοθεσία	režiral
σκηνοθεσία	usmerjeno
σκηνοθεσία	usmerjeni
σκηνοθεσία	usmerjena
σκηνοθεσία	usmerjanje
σκηνοθεσία	vodenju
συγγραφείς	pisateljev
συγγραφείς	pisatelji
συγγραφείς	avtorji
τέτοια	takšne
τέτοια	takšna
τέτοια	take
πλοία	čolni
πλοία	ladje
πλοία	posode
πλοία	plovil
πλοία	plovila
συστήματα	sistemi
σημεία	točki
σημεία	točk
σημεία	točke
αλλαγή	spremembe
αλλαγή	spremeni
αλλαγή	sprememba
σημασία	pomembnost
σημασία	pomen
σημασία	pomembnost
λέει	pove
λέει	pravi
χαρακτηριστικό	značilnost
χαρακτηριστικό	lastnost
χαρακτηριστικό	značilnost
χαρακτηριστικό	atribut
διαίρεση	razdelek
διαίρεση	delitev
διαίρεση	deljenje
διαίρεση	oddelek
διαίρεση	divizija
διαίρεση	narazen
διαίρεση	razdeli
διαίρεση	split
διαίρεση	razdeli
